TIF Number,TIF Name,Time Period,Type,Description,Amount,Designation Date,Expiration Date
T-064,Northwest Industrial Corridor,2020,Current Obligations,Program administration,-134300,12/02/1998,12/31/2022
T-064,Northwest Industrial Corridor,2020,Current Obligations,RDA - MLRP-Merlin LLC,-73400,12/02/1998,12/31/2022
T-064,Northwest Industrial Corridor,2020,Current Obligations,Street resurfacing - Garfield Park,-105000,12/02/1998,12/31/2022
T-064,Northwest Industrial Corridor,2020,Current Obligations,Urban Main Street Program - Phase I,-81800,12/02/1998,12/31/2022
T-064,Northwest Industrial Corridor,2020,Proposed Projects,DSS - Ferdinand Maintenance Garage - 4233 W Ferdinand - New rooftop units,-500000,12/02/1998,12/31/2022
T-064,Northwest Industrial Corridor,2020,Proposed Projects,DSS - Garage - 4615 W Homer,-1000000,12/02/1998,12/31/2022
T-064,Northwest Industrial Corridor,2020,Proposed Projects,DSS - Salt Dome - 4241 W Ferdinand,-4500000,12/02/1998,12/31/2022
T-064,Northwest Industrial Corridor,2020,Proposed Projects,DSS - Salt Dome - 4619 W Homer,-4500000,12/02/1998,12/31/2022
T-064,Northwest Industrial Corridor,2020,Proposed Projects,Proposed park project #1,-450000,12/02/1998,12/31/2022
T-064,Northwest Industrial Corridor,2020,Proposed Projects,Proposed park project #2,-150000,12/02/1998,12/31/2022
T-064,Northwest Industrial Corridor,2020,Proposed Projects,Proposed school project #1,-600000,12/02/1998,12/31/2022
T-064,Northwest Industrial Corridor,2020,Proposed Projects,SBIF,-1000000,12/02/1998,12/31/2022
T-064,Northwest Industrial Corridor,2020,Proposed Projects,Traffic signal - Chicago Ave / Kilbourn Ave,-100000,12/02/1998,12/31/2022
T-064,Northwest Industrial Corridor,2020,Proposed Transfers,From North/Cicero (Salt Dome - 4241 W Ferdinand),2400000,12/02/1998,12/31/2022
T-064,Northwest Industrial Corridor,2020,Proposed Transfers,From North/Cicero (Salt Dome - 4619 W Homer),2400000,12/02/1998,12/31/2022
T-064,Northwest Industrial Corridor,2020,Revenue,Property tax,9051800,12/02/1998,12/31/2022
T-064,Northwest Industrial Corridor,2021,Current Obligations,Program administration,-140300,12/02/1998,12/31/2022
T-064,Northwest Industrial Corridor,2021,Current Obligations,RDA - MLRP-Merlin LLC,-74900,12/02/1998,12/31/2022
T-064,Northwest Industrial Corridor,2021,Current Obligations,Urban Main Street Program - Phase I,-81800,12/02/1998,12/31/2022
T-064,Northwest Industrial Corridor,2021,Proposed Projects,DSS - Garage - 4615 W Homer,-9000000,12/02/1998,12/31/2022
T-064,Northwest Industrial Corridor,2021,Proposed Projects,SBIF,-1000000,12/02/1998,12/31/2022
T-064,Northwest Industrial Corridor,2021,Proposed Projects,Traffic signal - Chicago Ave / Kilbourn Ave,-900000,12/02/1998,12/31/2022
T-064,Northwest Industrial Corridor,2021,Revenue,Property tax,9051800,12/02/1998,12/31/2022
T-064,Northwest Industrial Corridor,2021,Transfers Between TIF Districts,To Galewood/Armitage (MSAC DS - Prieto Elementary),-3500000,12/02/1998,12/31/2022
T-064,Northwest Industrial Corridor,2022,Current Obligations,Program administration,-153100,12/02/1998,12/31/2022
T-064,Northwest Industrial Corridor,2022,Current Obligations,Urban Main Street Program - Phase I,-82000,12/02/1998,12/31/2022
T-064,Northwest Industrial Corridor,2022,Revenue,Property tax,9576500,12/02/1998,12/31/2022
T-064,Northwest Industrial Corridor,2022,Transfers Between TIF Districts,To Galewood/Armitage (MSAC DS - Prieto Elementary),-1500000,12/02/1998,12/31/2022
T-064,Northwest Industrial Corridor,Fund / Project Balances,Current Obligations,Acquisition,-397400,12/02/1998,12/31/2022
T-064,Northwest Industrial Corridor,Fund / Project Balances,Current Obligations,Industrial Growth Zone,-2486200,12/02/1998,12/31/2022
T-064,Northwest Industrial Corridor,Fund / Project Balances,Current Obligations,Lighting - 24 blocks / poles - 10 blocks - Ward 28,-931500,12/02/1998,12/31/2022
T-064,Northwest Industrial Corridor,Fund / Project Balances,Current Obligations,Professional services,-1500,12/02/1998,12/31/2022
T-064,Northwest Industrial Corridor,Fund / Project Balances,Current Obligations,Public Safety Training Academy - site prep and environmental review,-659600,12/02/1998,12/31/2022
T-064,Northwest Industrial Corridor,Fund / Project Balances,Current Obligations,RDA - MLRP-Merlin LLC,-174400,12/02/1998,12/31/2022
T-064,Northwest Industrial Corridor,Fund / Project Balances,Current Obligations,SBIF,-686900,12/02/1998,12/31/2022
T-064,Northwest Industrial Corridor,Fund / Project Balances,Current Obligations,"Street resurfacing - Fullerton, Lockwood to Kostner",-573000,12/02/1998,12/31/2022
T-064,Northwest Industrial Corridor,Fund / Project Balances,Current Obligations,Street resurfacing / sidewalk repairs - Ward 28,-80000,12/02/1998,12/31/2022
T-064,Northwest Industrial Corridor,Fund / Project Balances,Current Obligations,TIF Works,-96000,12/02/1998,12/31/2022
T-064,Northwest Industrial Corridor,Fund / Project Balances,Fund Balance,FY 2018 Year End Available Fund Balance,12200400,12/02/1998,12/31/2022
T-065,Woodlawn,2019,Current Obligations,Lighting - 20 blocks,-2118000,01/20/1999,01/20/2022
T-065,Woodlawn,2019,Current Obligations,Lighting - Neighborhood Lighting Improvements,-2020000,01/20/1999,01/20/2022
T-065,Woodlawn,2019,Current Obligations,Program administration,-55100,01/20/1999,01/20/2022
T-065,Woodlawn,2019,Current Obligations,Street resurfacing - 62nd Place / 62nd St / University Ave,-210000,01/20/1999,01/20/2022
T-065,Woodlawn,2019,Revenue,Property tax,4054000,01/20/1999,01/20/2022
T-065,Woodlawn,2019,Transfers Between TIF Districts,To 71st/Stony Island (MSAC DS - South Shore HS),-5000000,01/20/1999,01/20/2022
T-065,Woodlawn,2019,Transfers Between TIF Districts,To West Woodlawn (Lighting),-800000,01/20/1999,01/20/2022
T-065,Woodlawn,2019,Transfers Between TIF Districts,To West Woodlawn (SBIF),-250000,01/20/1999,01/20/2022
T-065,Woodlawn,2020,Current Obligations,Program administration,-56800,01/20/1999,01/20/2022
T-065,Woodlawn,2020,Current Obligations,SBIF,-500000,01/20/1999,01/20/2022
T-065,Woodlawn,2020,Proposed Projects,CPL - Library - Bessie Coleman - HVAC rooftop/boilers/windows/etc,-1000000,01/20/1999,01/20/2022
T-065,Woodlawn,2020,Proposed Projects,Polling Place ADA Upgrade - Library - 731 E 63rd St,-100000,01/20/1999,01/20/2022
T-065,Woodlawn,2020,Proposed Projects,Proposed park project #1,-100000,01/20/1999,01/20/2022
T-065,Woodlawn,2020,Proposed Projects,Proposed park project #2,-400000,01/20/1999,01/20/2022
T-065,Woodlawn,2020,Proposed Projects,Proposed transit project #1,-800000,01/20/1999,01/20/2022
T-065,Woodlawn,2020,Proposed Projects,SBIF,-1000000,01/20/1999,01/20/2022
T-065,Woodlawn,2020,Proposed Transfers,To West Woodlawn (SBIF),-500000,01/20/1999,01/20/2022
T-065,Woodlawn,2020,Revenue,Property tax,4054000,01/20/1999,01/20/2022
T-065,Woodlawn,2020,Transfers Between TIF Districts,To 71st/Stony Island (RDA - Jeffery Plaza),-1000000,01/20/1999,01/20/2022
T-065,Woodlawn,2021,Current Obligations,Program administration,-59400,01/20/1999,01/20/2022
T-065,Woodlawn,2021,Proposed Projects,Proposed transit project #1,-4800000,01/20/1999,01/20/2022
T-065,Woodlawn,2021,Proposed Projects,SBIF,-1000000,01/20/1999,01/20/2022
T-065,Woodlawn,2021,Revenue,Property tax,4054000,01/20/1999,01/20/2022
T-065,Woodlawn,2021,Transfers Between TIF Districts,To 71st/Stony Island (RDA - Jeffery Plaza),-1000000,01/20/1999,01/20/2022
T-065,Woodlawn,2022,Proposed Projects,Proposed transit project #1,-2400000,01/20/1999,01/20/2022
T-065,Woodlawn,2022,Proposed Projects,SBIF,-1000000,01/20/1999,01/20/2022
T-065,Woodlawn,2022,Revenue,Property tax,2115700,01/20/1999,01/20/2022
T-065,Woodlawn,Fund / Project Balances,Current Obligations,63rd St land swap - parking exchange - Phase 1 environmental,-12100,01/20/1999,01/20/2022
T-065,Woodlawn,Fund / Project Balances,Current Obligations,NIF,-707400,01/20/1999,01/20/2022
T-065,Woodlawn,Fund / Project Balances,Fund Balance,FY 2018 Year End Available Fund Balance,13848900,01/20/1999,01/20/2022
T-066,Greater Southwest Industrial Corridor (East),2019,Current Obligations,Lighting - Neighborhood Lighting Improvements,-800000,03/10/1999,12/31/2023
T-066,Greater Southwest Industrial Corridor (East),2019,Current Obligations,Program administration,-20400,03/10/1999,12/31/2023
T-066,Greater Southwest Industrial Corridor (East),2019,Current Obligations,RDA - Gateway Park LLC,-534200,03/10/1999,12/31/2023
T-066,Greater Southwest Industrial Corridor (East),2019,Revenue,Property tax,1285800,03/10/1999,12/31/2023
T-066,Greater Southwest Industrial Corridor (East),2020,Current Obligations,Industrial Growth Zone,-500000,03/10/1999,12/31/2023
T-066,Greater Southwest Industrial Corridor (East),2020,Current Obligations,Program administration,-21100,03/10/1999,12/31/2023
T-066,Greater Southwest Industrial Corridor (East),2020,Current Obligations,RDA - Gateway Park LLC,-544800,03/10/1999,12/31/2023
T-066,Greater Southwest Industrial Corridor (East),2020,Proposed Projects,2FM - DWM - 7521 S Western Ave - lead abatement/building repairs,-1000000,03/10/1999,12/31/2023
T-066,Greater Southwest Industrial Corridor (East),2020,Revenue,Property tax,1285800,03/10/1999,12/31/2023
T-066,Greater Southwest Industrial Corridor (East),2021,Current Obligations,Program administration,-22000,03/10/1999,12/31/2023
T-066,Greater Southwest Industrial Corridor (East),2021,Current Obligations,RDA - Gateway Park LLC,-555700,03/10/1999,12/31/2023
T-066,Greater Southwest Industrial Corridor (East),2021,Proposed Projects,2FM - DWM - 7521 S Western Ave - lead abatement/building repairs,-1000000,03/10/1999,12/31/2023
T-066,Greater Southwest Industrial Corridor (East),2021,Revenue,Property tax,1285800,03/10/1999,12/31/2023
T-066,Greater Southwest Industrial Corridor (East),2022,Current Obligations,Program administration,-23800,03/10/1999,12/31/2023
T-066,Greater Southwest Industrial Corridor (East),2022,Current Obligations,RDA - Gateway Park LLC,-566900,03/10/1999,12/31/2023
T-066,Greater Southwest Industrial Corridor (East),2022,Revenue,Property tax,1353700,03/10/1999,12/31/2023
T-066,Greater Southwest Industrial Corridor (East),2023,Current Obligations,Program administration,-28100,03/10/1999,12/31/2023
T-066,Greater Southwest Industrial Corridor (East),2023,Current Obligations,RDA - Gateway Park LLC,-578200,03/10/1999,12/31/2023
T-066,Greater Southwest Industrial Corridor (East),2023,Revenue,Property tax,1353700,03/10/1999,12/31/2023
T-066,Greater Southwest Industrial Corridor (East),Fund / Project Balances,Current Obligations,Industrial Growth Zone,-498000,03/10/1999,12/31/2023
T-066,Greater Southwest Industrial Corridor (East),Fund / Project Balances,Current Obligations,Parallel parking - 2938-3326 W Columbus Ave,-12900,03/10/1999,12/31/2023
T-066,Greater Southwest Industrial Corridor (East),Fund / Project Balances,Current Obligations,Planned Manufacturing District study,-4000,03/10/1999,12/31/2023
T-066,Greater Southwest Industrial Corridor (East),Fund / Project Balances,Current Obligations,RDA - Gateway Park LLC,-597900,03/10/1999,12/31/2023
T-066,Greater Southwest Industrial Corridor (East),Fund / Project Balances,Current Obligations,SBIF,-193100,03/10/1999,12/31/2023
T-066,Greater Southwest Industrial Corridor (East),Fund / Project Balances,Current Obligations,Street - resurfacing - Kedzie/79th/80th Pl/Claremont,-3400,03/10/1999,12/31/2023
T-066,Greater Southwest Industrial Corridor (East),Fund / Project Balances,Current Obligations,"Street/sidewalk - 74th, Damen to Hoyne",-100,03/10/1999,12/31/2023
T-066,Greater Southwest Industrial Corridor (East),Fund / Project Balances,Current Obligations,TIF Works,-51400,03/10/1999,12/31/2023
T-066,Greater Southwest Industrial Corridor (East),Fund / Project Balances,Fund Balance,FY 2018 Year End Available Fund Balance,3076700,03/10/1999,12/31/2023
T-067,Archer Courts,2019,Current Obligations,Lighting - Neighborhood Lighting Improvements,-70000,05/12/1999,12/31/2023
T-067,Archer Courts,2019,Current Obligations,Program administration,-9600,05/12/1999,12/31/2023
T-067,Archer Courts,2019,Current Obligations,RDA - Community Housing Partners V,-108800,05/12/1999,12/31/2023
T-067,Archer Courts,2019,Fund Balance,Surplus TIF Funds - 2019,-112000,05/12/1999,12/31/2023
T-067,Archer Courts,2019,Revenue,Property tax,444200,05/12/1999,12/31/2023
T-067,Archer Courts,2020,Current Obligations,Program administration,-9900,05/12/1999,12/31/2023
T-067,Archer Courts,2020,Current Obligations,RDA - Community Housing Partners V,-105000,05/12/1999,12/31/2023
T-067,Archer Courts,2020,Fund Balance,Surplus TIF Funds - 2020,-325000,05/12/1999,12/31/2023
T-067,Archer Courts,2020,Proposed Projects,Lighting - Neighborhood Lighting Improvements (additional funding),-75000,05/12/1999,12/31/2023
T-067,Archer Courts,2020,Revenue,Property tax,444200,05/12/1999,12/31/2023
T-067,Archer Courts,2021,Current Obligations,Program administration,-10300,05/12/1999,12/31/2023
T-067,Archer Courts,2021,Current Obligations,RDA - Community Housing Partners V,-105000,05/12/1999,12/31/2023
T-067,Archer Courts,2021,Revenue,Property tax,444200,05/12/1999,12/31/2023
T-067,Archer Courts,2022,Current Obligations,Program administration,-10900,05/12/1999,12/31/2023
T-067,Archer Courts,2022,Revenue,Property tax,457700,05/12/1999,12/31/2023
T-067,Archer Courts,2023,Current Obligations,Program administration,-12600,05/12/1999,12/31/2023
T-067,Archer Courts,2023,Revenue,Property tax,457700,05/12/1999,12/31/2023
T-067,Archer Courts,Fund / Project Balances,Current Obligations,Stamped crosswalks - Archer & Princeton,-28900,05/12/1999,12/31/2023
T-067,Archer Courts,Fund / Project Balances,Current Obligations,Viaduct - improvements - 2230 to 2300 S Stewart,-51800,05/12/1999,12/31/2023
T-067,Archer Courts,Fund / Project Balances,Fund Balance,FY 2018 Year End Available Fund Balance,1800400,05/12/1999,12/31/2023
T-068,Roosevelt/Union,2019,Current Obligations,"Arterial resurfacing - Halsted, 14th Pl to Roosevelt Rd",14500,05/12/1999,05/12/2022
T-068,Roosevelt/Union,2019,Current Obligations,Lighting - Neighborhood Lighting Improvements,-800000,05/12/1999,05/12/2022
T-068,Roosevelt/Union,2019,Current Obligations,Program administration,-90800,05/12/1999,05/12/2022
T-068,Roosevelt/Union,2019,Revenue,Property tax,6241900,05/12/1999,05/12/2022
T-068,Roosevelt/Union,2020,Current Obligations,IGA - UIC,-5300000,05/12/1999,05/12/2022
T-068,Roosevelt/Union,2020,Current Obligations,Program administration,-93700,05/12/1999,05/12/2022
T-068,Roosevelt/Union,2020,Proposed Projects,Cul-de-Sac construction - 14th Union,-75000,05/12/1999,05/12/2022
T-068,Roosevelt/Union,2020,Revenue,Property tax,6241900,05/12/1999,05/12/2022
T-068,Roosevelt/Union,2021,Current Obligations,IGA - UIC,-5300000,05/12/1999,05/12/2022
T-068,Roosevelt/Union,2021,Current Obligations,Program administration,-97900,05/12/1999,05/12/2022
T-068,Roosevelt/Union,2021,Revenue,Property tax,6241900,05/12/1999,05/12/2022
T-068,Roosevelt/Union,2022,Current Obligations,IGA - UIC,-7950000,05/12/1999,05/12/2022
T-068,Roosevelt/Union,2022,Revenue,Property tax,3218700,05/12/1999,05/12/2022
T-068,Roosevelt/Union,Fund / Project Balances,Current Obligations,"Arterial resurfacing - Halsted, 14th Pl to Roosevelt Rd",-14500,05/12/1999,05/12/2022
T-068,Roosevelt/Union,Fund / Project Balances,Current Obligations,IGA - UIC,-5227000,05/12/1999,05/12/2022
T-068,Roosevelt/Union,Fund / Project Balances,Fund Balance,FY 2018 Year End Available Fund Balance,6503500,05/12/1999,05/12/2022
T-069,Pulaski Corridor,2019,Current Obligations,"""606"" Bloomingdale Trail - design",110900,06/09/1999,12/31/2023
T-069,Pulaski Corridor,2019,Current Obligations,IGA - CPD - Kosciuszko Park,-1850000,06/09/1999,12/31/2023
T-069,Pulaski Corridor,2019,Current Obligations,Lighting - Neighborhood Lighting Improvements,-1901000,06/09/1999,12/31/2023
T-069,Pulaski Corridor,2019,Current Obligations,Magid Glove site - acquisition/demolition,-5000000,06/09/1999,12/31/2023
T-069,Pulaski Corridor,2019,Current Obligations,Program administration,-66700,06/09/1999,12/31/2023
T-069,Pulaski Corridor,2019,Current Obligations,Street construction - Drummond Pl/ Kildare,44000,06/09/1999,12/31/2023
T-069,Pulaski Corridor,2019,Current Obligations,Street improvements,85800,06/09/1999,12/31/2023
T-069,Pulaski Corridor,2019,Revenue,Property tax,4556300,06/09/1999,12/31/2023
T-069,Pulaski Corridor,2020,Current Obligations,Magid Glove site - acquisition/demolition,-6075000,06/09/1999,12/31/2023
T-069,Pulaski Corridor,2020,Current Obligations,Program administration,-68900,06/09/1999,12/31/2023
T-069,Pulaski Corridor,2020,Current Obligations,Urban Main Street Program - Phase I,-35600,06/09/1999,12/31/2023
T-069,Pulaski Corridor,2020,Proposed Projects,CDOT - Neighborhood Infrastructure Improvements,-1000000,06/09/1999,12/31/2023
T-069,Pulaski Corridor,2020,Proposed Projects,Polling Place ADA Upgrade - Library - 4300 W North Ave,-75000,06/09/1999,12/31/2023
T-069,Pulaski Corridor,2020,Revenue,Property tax,4556300,06/09/1999,12/31/2023
T-069,Pulaski Corridor,2021,Current Obligations,Program administration,-72000,06/09/1999,12/31/2023
T-069,Pulaski Corridor,2021,Proposed Projects,CDOT - Neighborhood Infrastructure Improvements,-1000000,06/09/1999,12/31/2023
T-069,Pulaski Corridor,2021,Proposed Projects,Redevelopment project #1,-5000000,06/09/1999,12/31/2023
T-069,Pulaski Corridor,2022,Current Obligations,Program administration,-79100,06/09/1999,12/31/2023
T-069,Pulaski Corridor,2022,Proposed Projects,Redevelopment project #2,-5000000,06/09/1999,12/31/2023
T-069,Pulaski Corridor,2022,Revenue,Property tax,4856500,06/09/1999,12/31/2023
T-069,Pulaski Corridor,2023,Current Obligations,Program administration,-94400,06/09/1999,12/31/2023
T-069,Pulaski Corridor,2023,Revenue,Property tax,4856500,06/09/1999,12/31/2023
T-069,Pulaski Corridor,Fund / Project Balances,Current Obligations,"""606"" Bloomingdale Trail - design",-110900,06/09/1999,12/31/2023
T-069,Pulaski Corridor,Fund / Project Balances,Current Obligations,"""606"" Bloomingdale Trail - recreational path",-1200,06/09/1999,12/31/2023
T-069,Pulaski Corridor,Fund / Project Balances,Current Obligations,Pedestrial safety improvements - 3832-3932 Diversey,-197800,06/09/1999,12/31/2023
T-069,Pulaski Corridor,Fund / Project Balances,Current Obligations,Planned Manufacturing District study,-8800,06/09/1999,12/31/2023
T-069,Pulaski Corridor,Fund / Project Balances,Current Obligations,SBIF,-1197000,06/09/1999,12/31/2023
T-069,Pulaski Corridor,Fund / Project Balances,Current Obligations,Street construction - Drummond Pl/ Kildare,-44000,06/09/1999,12/31/2023
T-069,Pulaski Corridor,Fund / Project Balances,Current Obligations,Street improvements,-85800,06/09/1999,12/31/2023
T-069,Pulaski Corridor,Fund / Project Balances,Current Obligations,Street improvements - Grand,-525000,06/09/1999,12/31/2023
T-069,Pulaski Corridor,Fund / Project Balances,Current Obligations,TIF Works,-532400,06/09/1999,12/31/2023
T-069,Pulaski Corridor,Fund / Project Balances,Fund Balance,FY 2018 Year End Available Fund Balance,11647500,06/09/1999,12/31/2023
T-070,Clark/Montrose,2019,Current Obligations,IGA - CPD - Chase Park - turf field,-3000000,07/07/1999,07/07/2022
T-070,Clark/Montrose,2019,Current Obligations,Lighting - Neighborhood Lighting Improvements,-800000,07/07/1999,07/07/2022
T-070,Clark/Montrose,2019,Current Obligations,Program administration,-58400,07/07/1999,07/07/2022
T-070,Clark/Montrose,2019,Current Obligations,RDA - Black Ensemble Theater,-1662600,07/07/1999,07/07/2022
T-070,Clark/Montrose,2019,Fund Balance,Surplus TIF Funds - 2019,-849000,07/07/1999,07/07/2022
T-070,Clark/Montrose,2019,Revenue,Property tax,4181500,07/07/1999,07/07/2022
T-070,Clark/Montrose,2020,Current Obligations,IGA - CPS - Courtenay ES,-200000,07/07/1999,07/07/2022
T-070,Clark/Montrose,2020,Current Obligations,Program administration,-60300,07/07/1999,07/07/2022
T-070,Clark/Montrose,2020,Fund Balance,Surplus TIF Funds - 2020,-5217000,07/07/1999,07/07/2022
T-070,Clark/Montrose,2020,Proposed Projects,Proposed park project #1,-125000,07/07/1999,07/07/2022
T-070,Clark/Montrose,2020,Proposed Projects,Proposed school project #1,-1050000,07/07/1999,07/07/2022
T-070,Clark/Montrose,2020,Revenue,Property tax,4181500,07/07/1999,07/07/2022
T-070,Clark/Montrose,2021,Current Obligations,Program administration,-63000,07/07/1999,07/07/2022
T-070,Clark/Montrose,2021,Proposed Projects,Proposed school project #1,-1050000,07/07/1999,07/07/2022
T-070,Clark/Montrose,2021,Revenue,Property tax,4181500,07/07/1999,07/07/2022
T-070,Clark/Montrose,2022,Current Obligations,Program administration,-67600,07/07/1999,07/07/2022
T-070,Clark/Montrose,2022,Revenue,Property tax,4355200,07/07/1999,07/07/2022
T-070,Clark/Montrose,Fund / Project Balances,Current Obligations,RDA - Black Ensemble Theater,-870800,07/07/1999,07/07/2022
T-070,Clark/Montrose,Fund / Project Balances,Current Obligations,SBIF,-827900,07/07/1999,07/07/2022
T-070,Clark/Montrose,Fund / Project Balances,Current Obligations,"Streetscape - Lawrence, Ashland to Clark; Lawrence, Western to Clark",-130000,07/07/1999,07/07/2022
T-070,Clark/Montrose,Fund / Project Balances,Current Obligations,TIF Works,-125000,07/07/1999,07/07/2022
T-070,Clark/Montrose,Fund / Project Balances,Fund Balance,FY 2018 Year End Available Fund Balance,10921600,07/07/1999,07/07/2022
T-071,Galewood/Armitage Industrial,2019,Current Obligations,Fire station - Engine Co. 068 - Equal Access rehab - 5258 W Grand Ave,-300000,07/07/1999,12/31/2023
T-071,Galewood/Armitage Industrial,2019,Current Obligations,Fire station - Engine Co. 125 - Equal Access rehab - 2323 N Natchez Ave,-300000,07/07/1999,12/31/2023
T-071,Galewood/Armitage Industrial,2019,Current Obligations,Lighting - Neighborhood Lighting Improvements,-1500000,07/07/1999,12/31/2023
T-071,Galewood/Armitage Industrial,2019,Current Obligations,MSAC - program costs,-500,07/07/1999,12/31/2023
T-071,Galewood/Armitage Industrial,2019,Current Obligations,MSAC Debt Service,-3781000,07/07/1999,12/31/2023
T-071,Galewood/Armitage Industrial,2019,Current Obligations,Program administration,-40800,07/07/1999,12/31/2023
T-071,Galewood/Armitage Industrial,2019,Current Obligations,"Resurfacing - Homer, Laramie to LeClaire",29500,07/07/1999,12/31/2023
T-071,Galewood/Armitage Industrial,2019,Current Obligations,"WPA street reconstruction - Cortland, Narragansett to Merrimac",1399500,07/07/1999,12/31/2023
T-071,Galewood/Armitage Industrial,2019,Proposed Projects,SBIF,-500000,07/07/1999,12/31/2023
T-071,Galewood/Armitage Industrial,2019,Revenue,Property tax,3348500,07/07/1999,12/31/2023
T-071,Galewood/Armitage Industrial,2020,Current Obligations,IGA - CPD - Amundsen Park - roof replacement,-450000,07/07/1999,12/31/2023
T-071,Galewood/Armitage Industrial,2020,Current Obligations,MSAC Debt Service,-8582800,07/07/1999,12/31/2023
T-071,Galewood/Armitage Industrial,2020,Current Obligations,Program administration,-42100,07/07/1999,12/31/2023
T-071,Galewood/Armitage Industrial,2020,Proposed Projects,Police Station - District 25 - Area 5 - chillers/boiler/cooling towers,-500000,07/07/1999,12/31/2023
T-071,Galewood/Armitage Industrial,2020,Proposed Projects,Proposed park project #1,-125000,07/07/1999,12/31/2023
T-071,Galewood/Armitage Industrial,2020,Proposed Projects,Proposed redevelopment project #1,-1000000,07/07/1999,12/31/2023
T-071,Galewood/Armitage Industrial,2020,Revenue,Property tax,3348500,07/07/1999,12/31/2023
T-071,Galewood/Armitage Industrial,2021,Current Obligations,MSAC Debt Service,-3906400,07/07/1999,12/31/2023
T-071,Galewood/Armitage Industrial,2021,Current Obligations,Program administration,-43900,07/07/1999,12/31/2023
T-071,Galewood/Armitage Industrial,2021,Proposed Projects,Police Station - District 25 - Area 5 - chillers/boiler/cooling towers,-500000,07/07/1999,12/31/2023
T-071,Galewood/Armitage Industrial,2021,Proposed Projects,Proposed redevelopment project #1,-2000000,07/07/1999,12/31/2023
T-071,Galewood/Armitage Industrial,2021,Revenue,Property tax,3348500,07/07/1999,12/31/2023
T-071,Galewood/Armitage Industrial,2021,Transfers Between TIF Districts,From Northwest Ind. Corr. (MSAC DS - Prieto Elementary),3500000,07/07/1999,12/31/2023
T-071,Galewood/Armitage Industrial,2022,Current Obligations,MSAC Debt Service,-4178600,07/07/1999,12/31/2023
T-071,Galewood/Armitage Industrial,2022,Current Obligations,Program administration,-47300,07/07/1999,12/31/2023
T-071,Galewood/Armitage Industrial,2022,Proposed Projects,Proposed redevelopment project #1,-1300000,07/07/1999,12/31/2023
T-071,Galewood/Armitage Industrial,2022,Revenue,Property tax,3514600,07/07/1999,12/31/2023
T-071,Galewood/Armitage Industrial,2022,Transfers Between TIF Districts,From Northwest Ind. Corr. (MSAC DS - Prieto Elementary),1500000,07/07/1999,12/31/2023
T-071,Galewood/Armitage Industrial,2023,Current Obligations,MSAC Debt Service,-661200,07/07/1999,12/31/2023
T-071,Galewood/Armitage Industrial,2023,Current Obligations,Program administration,-56100,07/07/1999,12/31/2023
T-071,Galewood/Armitage Industrial,2023,Current Obligations,"WPA street reconstruction - Cortland, Narragansett to Merrimac",-1399500,07/07/1999,12/31/2023
T-071,Galewood/Armitage Industrial,2023,Revenue,Property tax,3514600,07/07/1999,12/31/2023
T-071,Galewood/Armitage Industrial,Fund / Project Balances,Current Obligations,IGA - CPD - Amundsen Park field turf,-51800,07/07/1999,12/31/2023
T-071,Galewood/Armitage Industrial,Fund / Project Balances,Current Obligations,Planned Manufacturing District study,-11200,07/07/1999,12/31/2023
T-071,Galewood/Armitage Industrial,Fund / Project Balances,Current Obligations,Police Station - Area 5 - roof replacement,-308200,07/07/1999,12/31/2023
T-071,Galewood/Armitage Industrial,Fund / Project Balances,Current Obligations,"Resurfacing - Homer, Laramie to LeClaire",-29500,07/07/1999,12/31/2023
T-071,Galewood/Armitage Industrial,Fund / Project Balances,Current Obligations,SBIF,-1515800,07/07/1999,12/31/2023
T-071,Galewood/Armitage Industrial,Fund / Project Balances,Current Obligations,"Sidewalk repairs - Natchez Ave, 2210-2240 N",-30100,07/07/1999,12/31/2023
T-071,Galewood/Armitage Industrial,Fund / Project Balances,Current Obligations,TIF Works,-157200,07/07/1999,12/31/2023
T-071,Galewood/Armitage Industrial,Fund / Project Balances,Current Obligations,"Viaduct - repairs/upgrades - Austin, 1900 N to 2000 N",-740000,07/07/1999,12/31/2023
T-071,Galewood/Armitage Industrial,Fund / Project Balances,Current Obligations,"WPA street reconstruction - Cortland, Narragansett to Merrimac",-1399500,07/07/1999,12/31/2023
T-071,Galewood/Armitage Industrial,Fund / Project Balances,Current Obligations,"WPA street reconstruction - McVicker, Bloomingdale to Cortland",-794700,07/07/1999,12/31/2023
T-071,Galewood/Armitage Industrial,Fund / Project Balances,Fund Balance,FY 2018 Year End Available Fund Balance,14231600,07/07/1999,12/31/2023
T-072,24th/Michigan,2019,Current Obligations,Lighting - Neighborhood Lighting Improvements,-1100000,07/21/1999,07/21/2022
T-072,24th/Michigan,2019,Current Obligations,Program administration,-49500,07/21/1999,07/21/2022
T-072,24th/Michigan,2019,Revenue,Property tax,4161100,07/21/1999,07/21/2022
T-072,24th/Michigan,2019,Transfers Between TIF Districts,From River South (RDA - Ickes),17000000,07/21/1999,07/21/2022
T-072,24th/Michigan,2020,Current Obligations,CHA Transformation - RDA - Southbridge/Ickes redev,-8500000,07/21/1999,07/21/2022
T-072,24th/Michigan,2020,Current Obligations,Program administration,-51100,07/21/1999,07/21/2022
T-072,24th/Michigan,2020,Current Obligations,RDA - Hilliard Homes-I,-250000,07/21/1999,07/21/2022
