TIF Number,TIF Name,Tme Period,Type,Description,Amount,Designation Date,Expiration Date
T-127,87th/Cottage Grove,2024,Current Obligations,Program Administration,-36300,11/13/2002,12/31/2026
T-127,87th/Cottage Grove,2024,Revenue,Property tax,2099900,11/13/2002,12/31/2026
T-127,87th/Cottage Grove,2024,Proposed Projects,Proposed Redevelopment Project #1,-600000,11/13/2002,12/31/2026
T-127,87th/Cottage Grove,2024,Proposed Transfers,To 67th/Wentworth (Lighting),-900000,11/13/2002,12/31/2026
T-127,87th/Cottage Grove,2024,Transfers Between TIF Districts,To 67th/Wentworth (SBIF),-750000,11/13/2002,12/31/2026
T-127,87th/Cottage Grove,2024,Transfers Between TIF Districts,To 71st/Stony Island (Invest South West Program),-750000,11/13/2002,12/31/2026
T-127,87th/Cottage Grove,2025,Proposed Projects,"CDOT - Streetscape - Cottage Grove, 77th to 87th - Phase 2",-2400000,11/13/2002,12/31/2026
T-127,87th/Cottage Grove,2025,Current Obligations,Program Administration,-37400,11/13/2002,12/31/2026
T-127,87th/Cottage Grove,2025,Revenue,Property tax,2283800,11/13/2002,12/31/2026
T-127,87th/Cottage Grove,2026,Proposed Projects,"CDOT - Streetscape - Cottage Grove, 77th to 87th - Phase 2",-2400000,11/13/2002,12/31/2026
T-127,87th/Cottage Grove,2026,Current Obligations,Program Administration,-38500,11/13/2002,12/31/2026
T-127,87th/Cottage Grove,2026,Revenue,Property tax,2283800,11/13/2002,12/31/2026
T-127,87th/Cottage Grove,Fund / Project Balances,Current Obligations,CDOT - Lighting - Neighborhood Lighting Improvements,-1294400,11/13/2002,12/31/2026
T-127,87th/Cottage Grove,Fund / Project Balances,Current Obligations,"CDOT - Streetscape - Cottage Grove, 77th to 87th - Phase 1",-182700,11/13/2002,12/31/2026
T-127,87th/Cottage Grove,Fund / Project Balances,Fund Balance,FY 2021 Year End Available Fund Balance,8705300,11/13/2002,12/31/2026
T-127,87th/Cottage Grove,Fund / Project Balances,Current Obligations,Retail Thrive Zone,-38500,11/13/2002,12/31/2026
T-127,87th/Cottage Grove,Fund / Project Balances,Current Obligations,SBIF,-1594000,11/13/2002,12/31/2026
T-009,95th and Western,2022,Current Obligations,AIS - CPL - Library - Beverly Library - 1962 W 95th St - Interior/Exterior/MEP/BAS/Life-Safety - Supplemental Funding,-415000,07/13/1995,12/31/2031
T-009,95th and Western,2022,Current Obligations,AIS - IEPA UST Incident Closure,-25000,07/13/1995,12/31/2031
T-009,95th and Western,2022,Current Obligations,CDOT - Streetscape - 95th St - (Phase 3) - 2018/2020,-175000,07/13/1995,12/31/2031
T-009,95th and Western,2022,Current Obligations,"CDOT - Streetscape - 95th St - (Phase 4) - 95th St, Wood to St. Charles - Design",400000,07/13/1995,12/31/2031
T-009,95th and Western,2022,Current Obligations,Program Administration,-22600,07/13/1995,12/31/2031
T-009,95th and Western,2022,Revenue,Property tax,1713400,07/13/1995,12/31/2031
T-009,95th and Western,2022,Revenue,Property Tax - 2022 - Collection Variance,-228400,07/13/1995,12/31/2031
T-009,95th and Western,2023,Proposed Projects,AIS - Fire Engine Co. 121 - MEP Upgrades  130-04-43384 - 1724 W 95th St,-200000,07/13/1995,12/31/2031
T-009,95th and Western,2023,Proposed Projects,"CDOT - Streetscape - 95th St - (Phase 4) - 95th St, Wood to St. Charles - Construction",-1000000,07/13/1995,12/31/2031
T-009,95th and Western,2023,Current Obligations,Program Administration,-23300,07/13/1995,12/31/2031
T-009,95th and Western,2023,Revenue,Property tax,1713400,07/13/1995,12/31/2031
T-009,95th and Western,2023,Current Obligations,SBIF,-300000,07/13/1995,12/31/2031
T-009,95th and Western,2024,Proposed Projects,CDOT - Sidewalk Improvements,-1000000,07/13/1995,12/31/2031
T-009,95th and Western,2024,Proposed Projects,"CDOT - Streetscape - 95th St - (Phase 4) - 95th St, Wood to St. Charles - Construction",-2000000,07/13/1995,12/31/2031
T-009,95th and Western,2024,Proposed Transfers,From Western/Rock Island (Sidewalk improvements),500000,07/13/1995,12/31/2031
T-009,95th and Western,2024,Current Obligations,Program Administration,-24000,07/13/1995,12/31/2031
T-009,95th and Western,2024,Revenue,Property tax,1713400,07/13/1995,12/31/2031
T-009,95th and Western,2024,Proposed Projects,Proposed School Project #1,-516000,07/13/1995,12/31/2031
T-009,95th and Western,2025,Proposed Projects,CDOT - Sidewalk Improvements,-1000000,07/13/1995,12/31/2031
T-009,95th and Western,2025,Proposed Projects,"CDOT - Streetscape - 95th St - (Phase 4) - 95th St, Wood to St. Charles - Construction",-2000000,07/13/1995,12/31/2031
T-009,95th and Western,2025,Proposed Transfers,From Western/Rock Island (Sidewalk improvements),1500000,07/13/1995,12/31/2031
T-009,95th and Western,2025,Current Obligations,Program Administration,-24700,07/13/1995,12/31/2031
T-009,95th and Western,2025,Revenue,Property tax,1797100,07/13/1995,12/31/2031
T-009,95th and Western,2026,Proposed Projects,CDOT - Sidewalk Improvements,-1000000,07/13/1995,12/31/2031
T-009,95th and Western,2026,Proposed Transfers,From Western/Rock Island (Sidewalk improvements),1000000,07/13/1995,12/31/2031
T-009,95th and Western,2026,Current Obligations,Program Administration,-25500,07/13/1995,12/31/2031
T-009,95th and Western,2026,Revenue,Property tax,1797100,07/13/1995,12/31/2031
T-009,95th and Western,2027,Proposed Projects,CDOT - Sidewalk Improvements,-1000000,07/13/1995,12/31/2031
T-009,95th and Western,2027,Current Obligations,Program Administration,-26200,07/13/1995,12/31/2031
T-009,95th and Western,2027,Revenue,Property tax,1797100,07/13/1995,12/31/2031
T-009,95th and Western,2028,Current Obligations,Program Administration,-27000,07/13/1995,12/31/2031
T-009,95th and Western,2028,Revenue,Property tax,1883400,07/13/1995,12/31/2031
T-009,95th and Western,2029,Current Obligations,Program Administration,-27800,07/13/1995,12/31/2031
T-009,95th and Western,2029,Revenue,Property tax,1883400,07/13/1995,12/31/2031
T-009,95th and Western,2030,Current Obligations,Program Administration,-28700,07/13/1995,12/31/2031
T-009,95th and Western,2030,Revenue,Property tax,1883400,07/13/1995,12/31/2031
T-009,95th and Western,2031,Current Obligations,Program Administration,-29500,07/13/1995,12/31/2031
T-009,95th and Western,2031,Revenue,Property tax,1972200,07/13/1995,12/31/2031
T-009,95th and Western,Fund / Project Balances,Current Obligations,AIS - CPL - Library - Beverly Library - 1962 W 95th St - Interior/Exterior/MEP/BAS/Life-Safety,-525000,07/13/1995,12/31/2031
T-009,95th and Western,Fund / Project Balances,Current Obligations,AIS - Environmental Remediation - 2105 W 95th St - McDonagh Demolition,-19500,07/13/1995,12/31/2031
T-009,95th and Western,Fund / Project Balances,Current Obligations,AIS - Fire Station - Engine Co. 121 - 1724 W 95th St - MEP,-200000,07/13/1995,12/31/2031
T-009,95th and Western,Fund / Project Balances,Current Obligations,CDOT - Lighting - decorative pole replacement,-229400,07/13/1995,12/31/2031
T-167,Avondale,2029,Revenue,Property tax,561900,07/29/2009,12/31/2033
T-009,95th and Western,Fund / Project Balances,Current Obligations,CDOT - Streetscape - 95th St - (Phase 3) - 2018/2020,-463700,07/13/1995,12/31/2031
T-009,95th and Western,Fund / Project Balances,Current Obligations,"CDOT - Streetscape - 95th St - (Phase 4) - 95th St, Wood to St. Charles - Design",-400000,07/13/1995,12/31/2031
T-009,95th and Western,Fund / Project Balances,Current Obligations,DPD - TIF Plan Amendment - 12-Year Extension - 95th Western TIF,-295600,07/13/1995,12/31/2031
T-009,95th and Western,Fund / Project Balances,Fund Balance,FY 2021 Year End Available Fund Balance,3148700,07/13/1995,12/31/2031
T-009,95th and Western,Fund / Project Balances,Current Obligations,SBIF,-495000,07/13/1995,12/31/2031
T-150,Addison South,2022,Current Obligations,CDOT - CTA - Bus Priority Zone - Western Ave / Diversey,-475000,05/09/2007,12/31/2031
T-150,Addison South,2022,Current Obligations,Program Administration,-80200,05/09/2007,12/31/2031
T-150,Addison South,2022,Revenue,Property tax,8477300,05/09/2007,12/31/2031
T-150,Addison South,2022,Revenue,Property Tax - 2022 - Collection Variance,-2216600,05/09/2007,12/31/2031
T-150,Addison South,2022,Current Obligations,RDA - Coyote Logistics,-212300,05/09/2007,12/31/2031
T-150,Addison South,2022,Current Obligations,SBIF,-500000,05/09/2007,12/31/2031
T-150,Addison South,2022,Fund Balance,Surplus TIF Funds - 2022,-6243200,05/09/2007,12/31/2031
T-150,Addison South,2022,Current Obligations,TIF Works,124800,05/09/2007,12/31/2031
T-150,Addison South,2023,Current Obligations,CDOT - Traffic Signal - Left-Turn - Elston/Logan,-101000,05/09/2007,12/31/2031
T-150,Addison South,2023,Current Obligations,Program Administration,-82600,05/09/2007,12/31/2031
T-150,Addison South,2023,Revenue,Property tax,8477300,05/09/2007,12/31/2031
T-150,Addison South,2023,Current Obligations,SBIF,-1500000,05/09/2007,12/31/2031
T-150,Addison South,2023,Fund Balance,Surplus TIF Funds - 2023,-7729000,05/09/2007,12/31/2031
T-150,Addison South,2024,Proposed Transfers,Port Addison South TIF to Diversey Chicago River TIF - Proposed CHA Transformation Project,-4000000,05/09/2007,12/31/2031
T-150,Addison South,2024,Current Obligations,Program Administration,-85100,05/09/2007,12/31/2031
T-150,Addison South,2024,Revenue,Property tax,8477300,05/09/2007,12/31/2031
T-150,Addison South,2025,Proposed Transfers,Port Addison South TIF to Diversey Chicago River TIF - Proposed CHA Transformation Project,-8000000,05/09/2007,12/31/2031
T-150,Addison South,2025,Current Obligations,Program Administration,-87700,05/09/2007,12/31/2031
T-150,Addison South,2025,Revenue,Property tax,8871600,05/09/2007,12/31/2031
T-150,Addison South,2026,Current Obligations,Program Administration,-90300,05/09/2007,12/31/2031
T-150,Addison South,2026,Revenue,Property tax,8871600,05/09/2007,12/31/2031
T-150,Addison South,2027,Current Obligations,Program Administration,-93000,05/09/2007,12/31/2031
T-150,Addison South,2027,Revenue,Property tax,8871600,05/09/2007,12/31/2031
T-150,Addison South,2028,Current Obligations,Program Administration,-95800,05/09/2007,12/31/2031
T-150,Addison South,2028,Revenue,Property tax,9277800,05/09/2007,12/31/2031
T-150,Addison South,2029,Current Obligations,Program Administration,-98700,05/09/2007,12/31/2031
T-150,Addison South,2029,Revenue,Property tax,9277800,05/09/2007,12/31/2031
T-150,Addison South,2030,Current Obligations,Program Administration,-101600,05/09/2007,12/31/2031
T-150,Addison South,2030,Revenue,Property tax,9277800,05/09/2007,12/31/2031
T-150,Addison South,2031,Current Obligations,Program Administration,-104700,05/09/2007,12/31/2031
T-150,Addison South,2031,Revenue,Property tax,9696100,05/09/2007,12/31/2031
T-150,Addison South,Fund / Project Balances,Current Obligations,AIS - Fleet Facility - 3245 N Campbell - rehab,-3000000,05/09/2007,12/31/2031
T-150,Addison South,Fund / Project Balances,Current Obligations,AIS - Police Station - District 19 - 2452 W Belmont Ave - Renovation / MEP,-1500000,05/09/2007,12/31/2031
T-150,Addison South,Fund / Project Balances,Current Obligations,CDOT - Lighting - decorative pole replacement,-80000,05/09/2007,12/31/2031
T-150,Addison South,Fund / Project Balances,Current Obligations,CDOT - Lighting - Neighborhood Lighting Improvements,-1516700,05/09/2007,12/31/2031
T-150,Addison South,Fund / Project Balances,Current Obligations,"CDOT - Livable Streets Plan - Rockwell, Belmont to Elston",-132300,05/09/2007,12/31/2031
T-150,Addison South,Fund / Project Balances,Fund Balance,FY 2021 Year End Available Fund Balance,14663200,05/09/2007,12/31/2031
T-150,Addison South,Fund / Project Balances,Current Obligations,RDA - Coyote Logistics,-212300,05/09/2007,12/31/2031
T-150,Addison South,Fund / Project Balances,Current Obligations,SBIF,-590000,05/09/2007,12/31/2031
T-150,Addison South,Fund / Project Balances,Current Obligations,TIF Works,-124800,05/09/2007,12/31/2031
T-067,Archer Courts,2022,Current Obligations,Program Administration,-8900,05/12/1999,12/31/2022
T-067,Archer Courts,2022,Revenue,Property tax,522800,05/12/1999,12/31/2022
T-067,Archer Courts,2022,Revenue,Property Tax - 2022 - Collection Variance,-112500,05/12/1999,12/31/2022
T-067,Archer Courts,2022,Fund Balance,Surplus TIF Funds - 2023,-2561000,05/12/1999,12/31/2022
T-061,Bronzeville,2030,Revenue,Property tax,8315400,11/04/1998,12/31/2034
T-067,Archer Courts,Fund / Project Balances,Current Obligations,CDOT - Lighting - Neighborhood Lighting Improvements,-68200,05/12/1999,12/31/2022
T-067,Archer Courts,Fund / Project Balances,Fund Balance,FY 2021 Year End Available Fund Balance,2227800,05/12/1999,12/31/2022
T-099,Archer/Central,2022,Current Obligations,Program Administration,-12000,05/17/2000,12/31/2024
T-099,Archer/Central,2022,Revenue,Property tax,796700,05/17/2000,12/31/2024
T-099,Archer/Central,2022,Revenue,Property Tax - 2022 - Collection Variance,-129200,05/17/2000,12/31/2024
T-099,Archer/Central,2023,Current Obligations,Program Administration,-12300,05/17/2000,12/31/2024
T-099,Archer/Central,2023,Revenue,Property tax,796700,05/17/2000,12/31/2024
T-099,Archer/Central,2023,Current Obligations,SBIF,-1000000,05/17/2000,12/31/2024
T-099,Archer/Central,2024,Proposed Projects,CDOT - Street Improvements,-1800000,05/17/2000,12/31/2024
T-099,Archer/Central,2024,Current Obligations,Program Administration,-12700,05/17/2000,12/31/2024
T-099,Archer/Central,2024,Revenue,Property tax,796700,05/17/2000,12/31/2024
T-099,Archer/Central,Fund / Project Balances,Current Obligations,AIS - 23rd Ward Yard - Wilson Yard - Interior/MEP/Life Safelty Upgrades - 5556 S Central Ave,-550000,05/17/2000,12/31/2024
T-099,Archer/Central,Fund / Project Balances,Current Obligations,AIS - ADA Polling Place - 23rd Ward Yard - Wilson Yard - 5556 S Central Ave,-50000,05/17/2000,12/31/2024
T-099,Archer/Central,Fund / Project Balances,Current Obligations,CDOT - ADA Polling Place - Chicago Ward Yard/Minuteman Park,-167200,05/17/2000,12/31/2024
T-099,Archer/Central,Fund / Project Balances,Current Obligations,CDOT - Arterial resurfacing - 2020,-10800,05/17/2000,12/31/2024
T-099,Archer/Central,Fund / Project Balances,Current Obligations,"CDOT - Infrastructure Masterplan - Cicero Ave, I55 to Marquette Rd",-128000,05/17/2000,12/31/2024
T-099,Archer/Central,Fund / Project Balances,Current Obligations,CDOT - Lighting - Neighborhood Lighting Improvements,-434500,05/17/2000,12/31/2024
T-099,Archer/Central,Fund / Project Balances,Fund Balance,FY 2021 Year End Available Fund Balance,2941200,05/17/2000,12/31/2024
T-099,Archer/Central,Fund / Project Balances,Current Obligations,SBIF,-929300,05/17/2000,12/31/2024
T-163,Archer/Western,2022,Current Obligations,Program Administration,-16500,02/11/2009,12/31/2033
T-163,Archer/Western,2022,Revenue,Property tax,3317500,02/11/2009,12/31/2033
T-163,Archer/Western,2022,Revenue,Property Tax - 2022 - Collection Variance,-854500,02/11/2009,12/31/2033
T-163,Archer/Western,2023,Proposed Projects,CDOT - Street Improvements - 2023 Program,-100000,02/11/2009,12/31/2033
T-163,Archer/Western,2023,Transfers Between TIF Districts,From 35th/Halsted (CPD - McKinley Park),400000,02/11/2009,12/31/2033
T-163,Archer/Western,2023,Transfers Between TIF Districts,From 35th/Halsted (CPS - Holden ES),6840000,02/11/2009,12/31/2033
T-163,Archer/Western,2023,Transfers Between TIF Districts,From 35th/Halsted (CTA - Orange Line - 35th/Archer Station),1262100,02/11/2009,12/31/2033
T-163,Archer/Western,2023,Current Obligations,IGA - CPD - Bosley Park,-1919400,02/11/2009,12/31/2033
T-163,Archer/Western,2023,Current Obligations,IGA - CPD - McKinley Park - dog park,-400000,02/11/2009,12/31/2033
T-163,Archer/Western,2023,Current Obligations,IGA - CPS - Holden E.S.,-7465000,02/11/2009,12/31/2033
T-163,Archer/Western,2023,Current Obligations,IGA - CTA - Orange Line - 35th/Archer Station - improvements/bus turnaround/Park-and Ride,-1262100,02/11/2009,12/31/2033
T-163,Archer/Western,2023,Transfers Between TIF Districts,Port to Archer Western TIF - Proposed Park Park Projects,550000,02/11/2009,12/31/2033
T-163,Archer/Western,2023,Transfers Between TIF Districts,Port to Archer Western TIF - Proposed Park Project,1369400,02/11/2009,12/31/2033
T-163,Archer/Western,2023,Current Obligations,Program Administration,-17000,02/11/2009,12/31/2033
T-163,Archer/Western,2023,Revenue,Property tax,3317500,02/11/2009,12/31/2033
T-163,Archer/Western,2023,Proposed Projects,Proposed Redevelopment Project #1,-1433300,02/11/2009,12/31/2033
T-163,Archer/Western,2023,Current Obligations,SBIF,-1000000,02/11/2009,12/31/2033
T-163,Archer/Western,2024,Current Obligations,Program Administration,-17500,02/11/2009,12/31/2033
T-163,Archer/Western,2024,Revenue,Property tax,3317500,02/11/2009,12/31/2033
T-163,Archer/Western,2024,Proposed Projects,Proposed Redevelopment Project #1,-2866600,02/11/2009,12/31/2033
T-163,Archer/Western,2025,Current Obligations,Program Administration,-18100,02/11/2009,12/31/2033
T-163,Archer/Western,2025,Revenue,Property tax,3637400,02/11/2009,12/31/2033
T-163,Archer/Western,2026,Current Obligations,Program Administration,-18600,02/11/2009,12/31/2033
T-163,Archer/Western,2026,Revenue,Property tax,3637400,02/11/2009,12/31/2033
T-163,Archer/Western,2027,Current Obligations,Program Administration,-19200,02/11/2009,12/31/2033
T-163,Archer/Western,2027,Revenue,Property tax,3637400,02/11/2009,12/31/2033
T-163,Archer/Western,2028,Current Obligations,Program Administration,-19700,02/11/2009,12/31/2033
T-163,Archer/Western,2028,Revenue,Property tax,3966900,02/11/2009,12/31/2033
T-163,Archer/Western,2029,Current Obligations,Program Administration,-20300,02/11/2009,12/31/2033
T-163,Archer/Western,2029,Revenue,Property tax,3966900,02/11/2009,12/31/2033
T-163,Archer/Western,2030,Current Obligations,Program Administration,-20900,02/11/2009,12/31/2033
T-163,Archer/Western,2030,Revenue,Property tax,3966900,02/11/2009,12/31/2033
T-163,Archer/Western,2031,Current Obligations,Program Administration,-21600,02/11/2009,12/31/2033
T-163,Archer/Western,2031,Revenue,Property tax,4306300,02/11/2009,12/31/2033
T-163,Archer/Western,2032,Current Obligations,Program Administration,-22200,02/11/2009,12/31/2033
T-163,Archer/Western,2032,Revenue,Property tax,4306300,02/11/2009,12/31/2033
T-163,Archer/Western,2033,Current Obligations,Program Administration,-22900,02/11/2009,12/31/2033
T-163,Archer/Western,2033,Revenue,Property tax,4306300,02/11/2009,12/31/2033
T-163,Archer/Western,Fund / Project Balances,Current Obligations,"AIS - CPL - Library - McKinley Library - 1915 W 35th St - A/C, BAS upgrade, interior renovation, lighting, flooring, polling place ADA",-12600,02/11/2009,12/31/2033
T-163,Archer/Western,Fund / Project Balances,Current Obligations,CDOT - Lighting - Neighborhood Lighting Improvements,-2120000,02/11/2009,12/31/2033
T-163,Archer/Western,Fund / Project Balances,Fund Balance,FY 2021 Year End Available Fund Balance,6257200,02/11/2009,12/31/2033
T-163,Archer/Western,Fund / Project Balances,Current Obligations,IGA - CPD - McGuane Park fieldhouse rennovation,-846200,02/11/2009,12/31/2033
T-163,Archer/Western,Fund / Project Balances,Current Obligations,SBIF,-495200,02/11/2009,12/31/2033
T-151,Armitage/Pulaski,2022,Current Obligations,Program Administration,-5600,06/13/2007,12/31/2031
T-151,Armitage/Pulaski,2022,Revenue,Property tax,326500,06/13/2007,12/31/2031
T-151,Armitage/Pulaski,2022,Revenue,Property Tax - 2022 - Collection Variance,-69600,06/13/2007,12/31/2031
T-151,Armitage/Pulaski,2023,Current Obligations,CDOT - Curb Bump Outs - Armitage and Tripp,-300000,06/13/2007,12/31/2031
T-151,Armitage/Pulaski,2023,Current Obligations,Program Administration,-5800,06/13/2007,12/31/2031
T-151,Armitage/Pulaski,2023,Revenue,Property tax,326500,06/13/2007,12/31/2031
T-151,Armitage/Pulaski,2024,Current Obligations,Program Administration,-6000,06/13/2007,12/31/2031
T-151,Armitage/Pulaski,2024,Revenue,Property tax,326500,06/13/2007,12/31/2031
T-151,Armitage/Pulaski,2025,Current Obligations,Program Administration,-6200,06/13/2007,12/31/2031
T-151,Armitage/Pulaski,2025,Revenue,Property tax,370400,06/13/2007,12/31/2031
T-151,Armitage/Pulaski,2026,Current Obligations,Program Administration,-6300,06/13/2007,12/31/2031
T-151,Armitage/Pulaski,2026,Revenue,Property tax,370400,06/13/2007,12/31/2031
T-151,Armitage/Pulaski,2027,Current Obligations,Program Administration,-6500,06/13/2007,12/31/2031
T-151,Armitage/Pulaski,2027,Revenue,Property tax,370400,06/13/2007,12/31/2031
T-151,Armitage/Pulaski,2028,Current Obligations,Program Administration,-6700,06/13/2007,12/31/2031
T-151,Armitage/Pulaski,2028,Revenue,Property tax,415700,06/13/2007,12/31/2031
T-151,Armitage/Pulaski,2029,Current Obligations,Program Administration,-6900,06/13/2007,12/31/2031
T-151,Armitage/Pulaski,2029,Revenue,Property tax,415700,06/13/2007,12/31/2031
T-151,Armitage/Pulaski,2030,Current Obligations,Program Administration,-7100,06/13/2007,12/31/2031
T-151,Armitage/Pulaski,2030,Revenue,Property tax,415700,06/13/2007,12/31/2031
T-151,Armitage/Pulaski,2031,Current Obligations,Program Administration,-7400,06/13/2007,12/31/2031
T-151,Armitage/Pulaski,2031,Revenue,Property tax,462300,06/13/2007,12/31/2031
T-151,Armitage/Pulaski,Fund / Project Balances,Current Obligations,CDOT - Lighting - Neighborhood Lighting Improvements,-30000,06/13/2007,12/31/2031
T-151,Armitage/Pulaski,Fund / Project Balances,Current Obligations,CDOT - Traffic Signal - 4000 W Cortland,-200,06/13/2007,12/31/2031
T-151,Armitage/Pulaski,Fund / Project Balances,Fund Balance,FY 2021 Year End Available Fund Balance,1022900,06/13/2007,12/31/2031
T-151,Armitage/Pulaski,Fund / Project Balances,Current Obligations,SBIF,-574000,06/13/2007,12/31/2031
T-156,Austin Commercial,2022,Current Obligations,AIS - CPL - Library - Austin Library - 5724 W North Ave - Interior/Exterior/MEP,-600000,09/27/2007,12/31/2031
T-156,Austin Commercial,2022,Current Obligations,DOH - Purchase Rehab Program - ISW - Corridor 03,-1500000,09/27/2007,12/31/2031
T-156,Austin Commercial,2022,Current Obligations,DPD - Laramie State Bank Building - 5200 W Chicago Ave - Emergency Repairs - ISW-03,-500000,09/27/2007,12/31/2031
T-156,Austin Commercial,2022,Current Obligations,DPD - Pre-Development Services Consultant - Opportunity Sites,-100000,09/27/2007,12/31/2031
T-156,Austin Commercial,2022,Transfers Between TIF Districts,From Northwest Ind. Corr. (Invest South West Program),6548400,09/27/2007,12/31/2031
T-156,Austin Commercial,2022,Current Obligations,Program Administration,-20500,09/27/2007,12/31/2031
T-156,Austin Commercial,2022,Revenue,Property tax,2144000,09/27/2007,12/31/2031
T-156,Austin Commercial,2022,Revenue,Property Tax - 2022 - Collection Variance,-543500,09/27/2007,12/31/2031
T-156,Austin Commercial,2022,Proposed Projects,Proposed Redevelopment Project #1,-833300,09/27/2007,12/31/2031
T-156,Austin Commercial,2022,Current Obligations,SBIF,-500000,09/27/2007,12/31/2031
T-156,Austin Commercial,2022,Current Obligations,TIF Works,102800,09/27/2007,12/31/2031
T-156,Austin Commercial,2023,Proposed Projects,"CDOT - Streetscape - North Ave, Central Park to Cicero - Design",-864000,09/27/2007,12/31/2031
T-156,Austin Commercial,2023,Transfers Between TIF Districts,From Northwest Ind. Corr. (Invest South West Program),11600000,09/27/2007,12/31/2031
T-156,Austin Commercial,2023,Current Obligations,IGA - CTA - Bus Terminal - Chicago/Austin - Upgrades,-593000,09/27/2007,12/31/2031
T-156,Austin Commercial,2023,Current Obligations,ISW - Admin,-108400,09/27/2007,12/31/2031
T-156,Austin Commercial,2023,Current Obligations,Program Administration,-21100,09/27/2007,12/31/2031
T-156,Austin Commercial,2023,Revenue,Property tax,2144000,09/27/2007,12/31/2031
T-156,Austin Commercial,2023,Proposed Projects,Proposed ISW Project(s),-1500000,09/27/2007,12/31/2031
T-156,Austin Commercial,2023,Proposed Projects,Proposed Redevelopment Project #1,-833300,09/27/2007,12/31/2031
T-156,Austin Commercial,2023,Current Obligations,RDA - Juan Teague - Batter & Berries Restaurant- 5924 W Chicago,-1892900,09/27/2007,12/31/2031
T-156,Austin Commercial,2023,Current Obligations,RDA - RDA - Austin United Alliance Apts - Laramie State Bank Site - 5206-5224 W Chicago -  ISW -  Corridor 03,-4300000,09/27/2007,12/31/2031
T-156,Austin Commercial,2023,Current Obligations,SBIF,-1500000,09/27/2007,12/31/2031
T-156,Austin Commercial,2024,Proposed Projects,"CDOT - Streetscape - North Ave, Central Park to Cicero - Design",-864000,09/27/2007,12/31/2031
T-156,Austin Commercial,2024,Transfers Between TIF Districts,From Northwest Ind. Corr. (Invest South West Program),5800000,09/27/2007,12/31/2031
T-156,Austin Commercial,2024,Current Obligations,Program Administration,-21700,09/27/2007,12/31/2031
T-156,Austin Commercial,2024,Revenue,Property tax,2144000,09/27/2007,12/31/2031
T-156,Austin Commercial,2024,Proposed Projects,Proposed ISW Project(s),-1500000,09/27/2007,12/31/2031
T-156,Austin Commercial,2024,Proposed Projects,Proposed Redevelopment Project #1,-833300,09/27/2007,12/31/2031
T-156,Austin Commercial,2024,Current Obligations,RDA - RDA - Austin United Alliance Apts - Laramie State Bank Site - 5206-5224 W Chicago -  ISW -  Corridor 03,-8600000,09/27/2007,12/31/2031
T-156,Austin Commercial,2025,Proposed Projects,"CDOT - Streetscape - North Ave, Central Park to Cicero - Design",-432000,09/27/2007,12/31/2031
T-156,Austin Commercial,2025,Current Obligations,Program Administration,-22400,09/27/2007,12/31/2031
T-156,Austin Commercial,2025,Revenue,Property tax,2346700,09/27/2007,12/31/2031
T-156,Austin Commercial,2026,Current Obligations,Program Administration,-23000,09/27/2007,12/31/2031
T-156,Austin Commercial,2026,Revenue,Property tax,2346700,09/27/2007,12/31/2031
T-156,Austin Commercial,2027,Current Obligations,Program Administration,-23700,09/27/2007,12/31/2031
T-156,Austin Commercial,2027,Revenue,Property tax,2346700,09/27/2007,12/31/2031
T-156,Austin Commercial,2028,Current Obligations,Program Administration,-24400,09/27/2007,12/31/2031
T-156,Austin Commercial,2028,Revenue,Property tax,2555500,09/27/2007,12/31/2031
T-156,Austin Commercial,2029,Current Obligations,Program Administration,-25200,09/27/2007,12/31/2031
T-156,Austin Commercial,2029,Revenue,Property tax,2555500,09/27/2007,12/31/2031
T-156,Austin Commercial,2030,Current Obligations,Program Administration,-25900,09/27/2007,12/31/2031
T-156,Austin Commercial,2030,Revenue,Property tax,2555500,09/27/2007,12/31/2031
T-156,Austin Commercial,2031,Current Obligations,Program Administration,-26700,09/27/2007,12/31/2031
T-156,Austin Commercial,2031,Revenue,Property tax,2770500,09/27/2007,12/31/2031
T-156,Austin Commercial,Fund / Project Balances,Current Obligations,AIS - Fire Station - Engine Co. 117 - Equal Access rehab - 4900 W Chicago Ave,-48100,09/27/2007,12/31/2031
T-156,Austin Commercial,Fund / Project Balances,Current Obligations,AIS - Fire Station - Engine Co. 117 - Repairs - HVAC/roof/lighting/windows,-600000,09/27/2007,12/31/2031
T-156,Austin Commercial,Fund / Project Balances,Current Obligations,CDOT - ADA Polling Place - Milton Brunson School/West Chicago Library/Howe School,-113900,09/27/2007,12/31/2031
T-156,Austin Commercial,Fund / Project Balances,Current Obligations,CDOT - Lighting - Neighborhood Lighting Improvements,-111300,09/27/2007,12/31/2031
T-156,Austin Commercial,Fund / Project Balances,Current Obligations,CDOT - Sidewalk/curb/gutter repairs - ISW - Corridor 03,-138400,09/27/2007,12/31/2031
T-156,Austin Commercial,Fund / Project Balances,Current Obligations,CDOT - Streetscape - Austin - Chicago Ave - 5232-6000 W Chicago Ave - ISW - Corridor ISW-03,-5969600,09/27/2007,12/31/2031
T-156,Austin Commercial,Fund / Project Balances,Current Obligations,CDOT - Vision Zero,-140200,09/27/2007,12/31/2031
T-156,Austin Commercial,Fund / Project Balances,Fund Balance,FY 2021 Year End Available Fund Balance,8488300,09/27/2007,12/31/2031
