TIF Number,TIF Name,Tme Period,Type,Description,Amount,Designation Date,Expiration Date
T-150,Addison South,Fund / Project Balances,Current Obligations,CDOT - Lighting - decorative pole replacement,-80000,05/09/2007,12/31/2031
T-150,Addison South,Fund / Project Balances,Fund Balance,FY 2020 Year End Available Fund Balance,12527900,05/09/2007,12/31/2031
T-150,Addison South,Fund / Project Balances,Current Obligations,Lighting - Neighborhood Lighting Improvements,-2015000,05/09/2007,12/31/2031
T-150,Addison South,Fund / Project Balances,Current Obligations,"Livable Streets Plan - Rockwell, Belmont to Elston",-134100,05/09/2007,12/31/2031
T-150,Addison South,Fund / Project Balances,Current Obligations,NIF,-158700,05/09/2007,12/31/2031
T-150,Addison South,Fund / Project Balances,Current Obligations,"Pedestrian safety improvements - Diversey, I-90 ramp to Western Ave",-137400,05/09/2007,12/31/2031
T-150,Addison South,Fund / Project Balances,Current Obligations,Planned Manufacturing District study,-600,05/09/2007,12/31/2031
T-150,Addison South,Fund / Project Balances,Current Obligations,Police Station - Area 3 - Repairs,-26000,05/09/2007,12/31/2031
T-150,Addison South,Fund / Project Balances,Current Obligations,RDA - Coyote Logistics,-224600,05/09/2007,12/31/2031
T-150,Addison South,Fund / Project Balances,Current Obligations,SBIF,-695800,05/09/2007,12/31/2031
T-150,Addison South,Fund / Project Balances,Current Obligations,TIF Works,-124800,05/09/2007,12/31/2031
T-150,Addison South,Fund / Project Balances,Current Obligations,Viaduct - removal & ROW acquisition - Belmont/Western/Clybourn,-654000,05/09/2007,12/31/2031
T-067,Archer Courts,2021,Current Obligations,Program Administration,-8700,05/12/1999,12/31/2023
T-067,Archer Courts,2021,Revenue,Property tax,471400,05/12/1999,12/31/2023
T-067,Archer Courts,2021,Revenue,Property Tax - 2021 - 7.5% Reserve For COVID-19 Tax Revenue Uncertainty - Tax Amounts/Collection Loss/Appeals/Refunds,-35400,05/12/1999,12/31/2023
T-067,Archer Courts,2021,Current Obligations,RDA - Community Housing Partners V,-108500,05/12/1999,12/31/2023
T-156,Austin Commercial,2022,Revenue,Property tax,1721700,09/27/2007,12/31/2031
T-067,Archer Courts,2021,Current Obligations,Stamped crosswalks - Archer & Princeton,28900,05/12/1999,12/31/2023
T-067,Archer Courts,2021,Fund Balance,Surplus TIF Funds - 2021,-317700,05/12/1999,12/31/2023
T-067,Archer Courts,2021,Current Obligations,Viaduct - Improvements - 2230 to 2300 S Stewart,51800,05/12/1999,12/31/2023
T-067,Archer Courts,2022,Proposed Projects,OBM Hold - Critical Neighborhood Infrastructure,-1600000,05/12/1999,12/31/2023
T-067,Archer Courts,2022,Current Obligations,Program Administration,-8900,05/12/1999,12/31/2023
T-067,Archer Courts,2022,Revenue,Property tax,485700,05/12/1999,12/31/2023
T-067,Archer Courts,2022,Revenue,Property Tax - 2022 - 5.0% Reserve For COVID-19 Tax Revenue Uncertainty - Tax Amounts/Collection Loss/Appeals/Refunds,-24300,05/12/1999,12/31/2023
T-067,Archer Courts,2023,Current Obligations,Program Administration,-9200,05/12/1999,12/31/2023
T-067,Archer Courts,2023,Revenue,Property tax,485700,05/12/1999,12/31/2023
T-067,Archer Courts,Fund / Project Balances,Fund Balance,FY 2020 Year End Available Fund Balance,2191800,05/12/1999,12/31/2023
T-067,Archer Courts,Fund / Project Balances,Current Obligations,Lighting - Neighborhood Lighting Improvements,-69900,05/12/1999,12/31/2023
T-067,Archer Courts,Fund / Project Balances,Current Obligations,Stamped crosswalks - Archer & Princeton,-28900,05/12/1999,12/31/2023
T-067,Archer Courts,Fund / Project Balances,Current Obligations,Viaduct - Improvements - 2230 to 2300 S Stewart,-51800,05/12/1999,12/31/2023
T-099,Archer/Central,2021,Current Obligations,AIS - 23rd Ward Yard - Wilson Yard - /Interior/MEP/Life Safelty Upgrades - 5556 S Central Ave,-550000,05/17/2000,12/31/2024
T-099,Archer/Central,2021,Current Obligations,AIS - 23rd Ward Yard - Wilson Yard - Polling Place ADA - 5556 S Central Ave,-50000,05/17/2000,12/31/2024
T-099,Archer/Central,2021,Current Obligations,"Arterial resurfacing - 63rd, Central to Cicero",244100,05/17/2000,12/31/2024
T-099,Archer/Central,2021,Current Obligations,Program Administration,-11600,05/17/2000,12/31/2024
T-099,Archer/Central,2021,Revenue,Property tax,731700,05/17/2000,12/31/2024
T-099,Archer/Central,2021,Revenue,Property Tax - 2021 - 7.5% Reserve For COVID-19 Tax Revenue Uncertainty - Tax Amounts/Collection Loss/Appeals/Refunds,-54900,05/17/2000,12/31/2024
T-099,Archer/Central,2021,Fund Balance,Surplus TIF Funds - 2021,-1900,05/17/2000,12/31/2024
T-099,Archer/Central,2021,Current Obligations,TIF Works,125000,05/17/2000,12/31/2024
T-099,Archer/Central,2021,Current Obligations,Traffic signal - Archer/Laramie,22600,05/17/2000,12/31/2024
T-099,Archer/Central,2022,Proposed Projects,ADA Polling Place,-75000,05/17/2000,12/31/2024
T-099,Archer/Central,2022,Current Obligations,CDOT - ADA Polling Place - Chicago Ward Yard/Minuteman Park,-167200,05/17/2000,12/31/2024
T-099,Archer/Central,2022,Current Obligations,Program Administration,-12000,05/17/2000,12/31/2024
T-099,Archer/Central,2022,Revenue,Property tax,814300,05/17/2000,12/31/2024
T-099,Archer/Central,2022,Revenue,Property Tax - 2022 - 5.0% Reserve For COVID-19 Tax Revenue Uncertainty - Tax Amounts/Collection Loss/Appeals/Refunds,-40700,05/17/2000,12/31/2024
T-099,Archer/Central,2022,Proposed Projects,SBIF,-500000,05/17/2000,12/31/2024
T-099,Archer/Central,2023,Current Obligations,Program Administration,-12300,05/17/2000,12/31/2024
T-099,Archer/Central,2023,Revenue,Property tax,814300,05/17/2000,12/31/2024
T-099,Archer/Central,2024,Current Obligations,Program Administration,-12700,05/17/2000,12/31/2024
T-099,Archer/Central,2024,Revenue,Property tax,814300,05/17/2000,12/31/2024
T-099,Archer/Central,Fund / Project Balances,Current Obligations,"Arterial resurfacing - 63rd, Central to Cicero",-244100,05/17/2000,12/31/2024
T-099,Archer/Central,Fund / Project Balances,Current Obligations,CDOT - Arterial resurfacing - 2020,-27800,05/17/2000,12/31/2024
T-099,Archer/Central,Fund / Project Balances,Fund Balance,FY 2020 Year End Available Fund Balance,2710400,05/17/2000,12/31/2024
T-099,Archer/Central,Fund / Project Balances,Current Obligations,"Infrastructure Masterplan - Cicero Ave, I55 to Marquette Rd",-128000,05/17/2000,12/31/2024
T-099,Archer/Central,Fund / Project Balances,Current Obligations,Lighting - Neighborhood Lighting Improvements,-775000,05/17/2000,12/31/2024
T-099,Archer/Central,Fund / Project Balances,Current Obligations,SBIF,-1010000,05/17/2000,12/31/2024
T-099,Archer/Central,Fund / Project Balances,Current Obligations,TIF Works,-125000,05/17/2000,12/31/2024
T-099,Archer/Central,Fund / Project Balances,Current Obligations,Traffic signal - Archer/Laramie,-22600,05/17/2000,12/31/2024
T-163,Archer/Western,2021,Current Obligations,CDOT - Polling Place - ADA Upgrade - 5 Locations,-180900,02/11/2009,12/31/2033
T-163,Archer/Western,2021,Current Obligations,DPD - Study - SW Industrial Corridors - Transportation/Distribution/Logistics Uses,-1600,02/11/2009,12/31/2033
T-163,Archer/Western,2021,Current Obligations,Industrial Corridor / PMD study,300,02/11/2009,12/31/2033
T-163,Archer/Western,2021,Current Obligations,Program Administration,-16000,02/11/2009,12/31/2033
T-163,Archer/Western,2021,Revenue,Property tax,1504600,02/11/2009,12/31/2033
T-163,Archer/Western,2021,Revenue,Property Tax - 2021 - 7.5% Reserve For COVID-19 Tax Revenue Uncertainty - Tax Amounts/Collection Loss/Appeals/Refunds,-112800,02/11/2009,12/31/2033
T-163,Archer/Western,2022,Proposed Projects,ADA Polling Place,-125000,02/11/2009,12/31/2033
T-163,Archer/Western,2022,Transfers Between TIF Districts,From 35th/Halsted (CPD - McKinley Park),400000,02/11/2009,12/31/2033
T-163,Archer/Western,2022,Transfers Between TIF Districts,From 35th/Halsted (CPS - Holden ES),3100000,02/11/2009,12/31/2033
T-163,Archer/Western,2022,Transfers Between TIF Districts,From 35th/Halsted (CTA - Orange Line - 35th/Archer Station),1262100,02/11/2009,12/31/2033
T-163,Archer/Western,2022,Current Obligations,IGA - CPD - Bosley Park - improvements,-1369400,02/11/2009,12/31/2033
T-163,Archer/Western,2022,Current Obligations,IGA - CPD - McKinley Park - dog park,-400000,02/11/2009,12/31/2033
T-163,Archer/Western,2022,Current Obligations,IGA - CPS - Holden - masonry/roof/envelope,-3100000,02/11/2009,12/31/2033
T-163,Archer/Western,2022,Current Obligations,IGA - CPS - Holden ES - chimney reduction and stabilization,-625000,02/11/2009,12/31/2033
T-163,Archer/Western,2022,Current Obligations,IGA - CTA - Orange Line - 35th/Archer Station - improvements/bus turnaround/Park-and Ride,-189300,02/11/2009,12/31/2033
T-163,Archer/Western,2022,Proposed Transfers,Port to Archer Western TIF - Proposed Park Park Projects,550000,02/11/2009,12/31/2033
T-163,Archer/Western,2022,Transfers Between TIF Districts,Port to Archer Western TIF - Proposed Park Project,1369400,02/11/2009,12/31/2033
T-163,Archer/Western,2022,Current Obligations,Program Administration,-16500,02/11/2009,12/31/2033
T-163,Archer/Western,2022,Revenue,Property tax,1777200,02/11/2009,12/31/2033
T-163,Archer/Western,2022,Revenue,Property Tax - 2022 - 5.0% Reserve For COVID-19 Tax Revenue Uncertainty - Tax Amounts/Collection Loss/Appeals/Refunds,-88900,02/11/2009,12/31/2033
T-163,Archer/Western,2022,Proposed Projects,Proposed Park Project #2,-550000,02/11/2009,12/31/2033
T-163,Archer/Western,2023,Current Obligations,IGA - CTA - Orange Line - 35th/Archer Station - improvements/bus turnaround/Park-and Ride,-1072800,02/11/2009,12/31/2033
T-163,Archer/Western,2023,Current Obligations,Program Administration,-17000,02/11/2009,12/31/2033
T-163,Archer/Western,2023,Revenue,Property tax,1777200,02/11/2009,12/31/2033
T-163,Archer/Western,2023,Proposed Projects,Proposed Park Project #1,-1000000,02/11/2009,12/31/2033
T-163,Archer/Western,2023,Proposed Projects,Proposed Redevelopment Project #1,-2866600,02/11/2009,12/31/2033
T-163,Archer/Western,2024,Current Obligations,Program Administration,-17500,02/11/2009,12/31/2033
T-163,Archer/Western,2024,Revenue,Property tax,1777200,02/11/2009,12/31/2033
T-163,Archer/Western,2024,Proposed Projects,Proposed Redevelopment Project #1,-1433300,02/11/2009,12/31/2033
T-163,Archer/Western,2025,Current Obligations,Program Administration,-18100,02/11/2009,12/31/2033
T-163,Archer/Western,2025,Revenue,Property tax,2057900,02/11/2009,12/31/2033
T-163,Archer/Western,2026,Current Obligations,Program Administration,-18600,02/11/2009,12/31/2033
T-163,Archer/Western,2026,Revenue,Property tax,2057900,02/11/2009,12/31/2033
T-163,Archer/Western,2027,Current Obligations,Program Administration,-19200,02/11/2009,12/31/2033
T-163,Archer/Western,2027,Revenue,Property tax,2057900,02/11/2009,12/31/2033
T-163,Archer/Western,2028,Current Obligations,Program Administration,-19700,02/11/2009,12/31/2033
T-163,Archer/Western,2028,Revenue,Property tax,2347100,02/11/2009,12/31/2033
T-163,Archer/Western,2029,Current Obligations,Program Administration,-20300,02/11/2009,12/31/2033
T-163,Archer/Western,2029,Revenue,Property tax,2347100,02/11/2009,12/31/2033
T-163,Archer/Western,2030,Current Obligations,Program Administration,-20900,02/11/2009,12/31/2033
T-163,Archer/Western,2030,Revenue,Property tax,2347100,02/11/2009,12/31/2033
T-163,Archer/Western,2031,Current Obligations,Program Administration,-21600,02/11/2009,12/31/2033
T-163,Archer/Western,2031,Revenue,Property tax,2645000,02/11/2009,12/31/2033
T-163,Archer/Western,2032,Current Obligations,Program Administration,-22200,02/11/2009,12/31/2033
T-163,Archer/Western,2032,Revenue,Property tax,2645000,02/11/2009,12/31/2033
T-163,Archer/Western,2033,Current Obligations,Program Administration,-22900,02/11/2009,12/31/2033
T-163,Archer/Western,2033,Revenue,Property tax,2645000,02/11/2009,12/31/2033
T-163,Archer/Western,Fund / Project Balances,Current Obligations,"AIS - CPL - Library - McKinley Library - 1915 W 35th St - A/C, BAS upgrade, interior renovation, lighting, flooring, polling place ADA",-565200,02/11/2009,12/31/2033
T-163,Archer/Western,Fund / Project Balances,Transfers Between TIF Districts,From 35th/Halsted (McGuane Park),5770000,02/11/2009,12/31/2033
T-163,Archer/Western,Fund / Project Balances,Fund Balance,FY 2020 Year End Available Fund Balance,1147400,02/11/2009,12/31/2033
T-163,Archer/Western,Fund / Project Balances,Current Obligations,IGA - CPD - McGuane Park fieldhouse rennovation,-2467200,02/11/2009,12/31/2033
T-163,Archer/Western,Fund / Project Balances,Current Obligations,Industrial Corridor / PMD study,-300,02/11/2009,12/31/2033
T-163,Archer/Western,Fund / Project Balances,Current Obligations,Lighting - Neighborhood Lighting Improvements,-2120000,02/11/2009,12/31/2033
T-163,Archer/Western,Fund / Project Balances,Current Obligations,SBIF,-500200,02/11/2009,12/31/2033
T-151,Armitage/Pulaski,2021,Current Obligations,Planned Manufacturing District study,100,06/13/2007,12/31/2031
T-151,Armitage/Pulaski,2021,Current Obligations,Program Administration,-5500,06/13/2007,12/31/2031
T-151,Armitage/Pulaski,2021,Revenue,Property Tax - 2021 - 7.5% Reserve For COVID-19 Tax Revenue Uncertainty - Tax Amounts/Collection Loss/Appeals/Refunds,-13700,06/13/2007,12/31/2031
T-151,Armitage/Pulaski,2021,Current Obligations,SBIF,-500000,06/13/2007,12/31/2031
T-151,Armitage/Pulaski,2021,Current Obligations,Traffic signal - 4000 W Cortland,74400,06/13/2007,12/31/2031
T-151,Armitage/Pulaski,2022,Current Obligations,Program Administration,-5600,06/13/2007,12/31/2031
T-151,Armitage/Pulaski,2022,Revenue,Property tax,223800,06/13/2007,12/31/2031
T-151,Armitage/Pulaski,2022,Revenue,Property Tax - 2022 - 5.0% Reserve For COVID-19 Tax Revenue Uncertainty - Tax Amounts/Collection Loss/Appeals/Refunds,-11200,06/13/2007,12/31/2031
T-151,Armitage/Pulaski,2023,Current Obligations,Program Administration,-5800,06/13/2007,12/31/2031
T-151,Armitage/Pulaski,2023,Revenue,Property tax,223800,06/13/2007,12/31/2031
T-151,Armitage/Pulaski,2024,Current Obligations,Program Administration,-6000,06/13/2007,12/31/2031
T-151,Armitage/Pulaski,2024,Revenue,Property tax,223800,06/13/2007,12/31/2031
T-151,Armitage/Pulaski,2025,Current Obligations,Program Administration,-6200,06/13/2007,12/31/2031
T-151,Armitage/Pulaski,2025,Revenue,Property tax,265800,06/13/2007,12/31/2031
T-151,Armitage/Pulaski,2026,Current Obligations,Program Administration,-6300,06/13/2007,12/31/2031
T-151,Armitage/Pulaski,2026,Revenue,Property tax,265800,06/13/2007,12/31/2031
T-151,Armitage/Pulaski,2027,Current Obligations,Program Administration,-6500,06/13/2007,12/31/2031
T-151,Armitage/Pulaski,2027,Revenue,Property tax,265800,06/13/2007,12/31/2031
T-151,Armitage/Pulaski,2028,Current Obligations,Program Administration,-6700,06/13/2007,12/31/2031
T-151,Armitage/Pulaski,2028,Revenue,Property tax,309000,06/13/2007,12/31/2031
T-151,Armitage/Pulaski,2029,Current Obligations,Program Administration,-6900,06/13/2007,12/31/2031
T-151,Armitage/Pulaski,2029,Revenue,Property tax,309000,06/13/2007,12/31/2031
T-151,Armitage/Pulaski,2030,Current Obligations,Program Administration,-7100,06/13/2007,12/31/2031
T-151,Armitage/Pulaski,2030,Revenue,Property tax,309000,06/13/2007,12/31/2031
T-151,Armitage/Pulaski,2031,Current Obligations,Program Administration,-7400,06/13/2007,12/31/2031
T-151,Armitage/Pulaski,2031,Revenue,Property tax,353500,06/13/2007,12/31/2031
T-151,Armitage/Pulaski,Fund / Project Balances,Fund Balance,FY 2020 Year End Available Fund Balance,1157400,06/13/2007,12/31/2031
T-151,Armitage/Pulaski,Fund / Project Balances,Current Obligations,Lighting - Neighborhood Lighting Improvements,-30000,06/13/2007,12/31/2031
T-151,Armitage/Pulaski,Fund / Project Balances,Current Obligations,Planned Manufacturing District study,-100,06/13/2007,12/31/2031
T-151,Armitage/Pulaski,Fund / Project Balances,Current Obligations,SBIF,-163100,06/13/2007,12/31/2031
T-151,Armitage/Pulaski,Fund / Project Balances,Current Obligations,Traffic signal - 4000 W Cortland,-106300,06/13/2007,12/31/2031
T-156,Austin Commercial,2021,Current Obligations,CDOT - ADA Polling Place - Milton Brunson School/West Chicago Library/Howe School,-206400,09/27/2007,12/31/2031
T-156,Austin Commercial,2021,Current Obligations,CDOT - Streetscape - Austin - Chicago Ave - 5232-6000 W Chicago Ave - ISW - Corridor ISW-03,-300000,09/27/2007,12/31/2031
T-156,Austin Commercial,2021,Current Obligations,CDOT - Vision Zero,140200,09/27/2007,12/31/2031
T-156,Austin Commercial,2021,Current Obligations,CPL - Library - West Chicago - HVAC,48400,09/27/2007,12/31/2031
T-156,Austin Commercial,2021,Transfers Between TIF Districts,From North/Cicero (Invest South West Program),3000000,09/27/2007,12/31/2031
T-156,Austin Commercial,2021,Current Obligations,Laramie State Bank,-1540000,09/27/2007,12/31/2031
T-156,Austin Commercial,2021,Current Obligations,Pedestrian refuge islands - 6150 W North Ave,34100,09/27/2007,12/31/2031
T-156,Austin Commercial,2021,Current Obligations,Program Administration,-19900,09/27/2007,12/31/2031
T-156,Austin Commercial,2021,Revenue,Property tax,1533100,09/27/2007,12/31/2031
T-156,Austin Commercial,2021,Revenue,Property Tax - 2021 - 7.5% Reserve For COVID-19 Tax Revenue Uncertainty - Tax Amounts/Collection Loss/Appeals/Refunds,-115000,09/27/2007,12/31/2031
T-156,Austin Commercial,2021,Current Obligations,Retail Thrive Zone,87600,09/27/2007,12/31/2031
T-156,Austin Commercial,2022,Current Obligations,AIS - CPL - Library - Austin Library - 5724 W North Ave - Interior/Exterior/MEP,-600000,09/27/2007,12/31/2031
T-156,Austin Commercial,2022,Current Obligations,CDOT - Streetscape - Austin - Chicago Ave - 5232-6000 W Chicago Ave - ISW - Corridor ISW-03,-3050000,09/27/2007,12/31/2031
T-156,Austin Commercial,2022,Current Obligations,DOH - Purchase Rehab Program - ISW - Corridor 03,-1500000,09/27/2007,12/31/2031
T-156,Austin Commercial,2022,Proposed Projects,DPD - Pre-Development Services Consultant - Opportunity Sites,-100000,09/27/2007,12/31/2031
T-156,Austin Commercial,2022,Transfers Between TIF Districts,From Northwest Ind. Corr. (Invest South West Program),19000000,09/27/2007,12/31/2031
T-156,Austin Commercial,2022,Current Obligations,IGA - CTA - Bus Terminal - Chicago/Austin - Upgrades,-593000,09/27/2007,12/31/2031
T-156,Austin Commercial,2022,Current Obligations,ISW - Admin,-108400,09/27/2007,12/31/2031
T-156,Austin Commercial,2022,Current Obligations,Program Administration,-20500,09/27/2007,12/31/2031
T-156,Austin Commercial,2022,Revenue,Property Tax - 2022 - 5.0% Reserve For COVID-19 Tax Revenue Uncertainty - Tax Amounts/Collection Loss/Appeals/Refunds,-86100,09/27/2007,12/31/2031
T-156,Austin Commercial,2022,Proposed Projects,Proposed ISW Project(s),-4833300,09/27/2007,12/31/2031
T-156,Austin Commercial,2022,Proposed Projects,Proposed Redevelopment Project #2,-1250000,09/27/2007,12/31/2031
T-156,Austin Commercial,2023,Current Obligations,CDOT - Streetscape - Austin - Chicago Ave - 5232-6000 W Chicago Ave - ISW - Corridor ISW-03,-3050000,09/27/2007,12/31/2031
T-156,Austin Commercial,2023,Current Obligations,Program Administration,-21100,09/27/2007,12/31/2031
T-156,Austin Commercial,2023,Revenue,Property tax,1721700,09/27/2007,12/31/2031
T-156,Austin Commercial,2023,Proposed Projects,Proposed ISW Project(s),-9666600,09/27/2007,12/31/2031
T-156,Austin Commercial,2023,Proposed Projects,Proposed Redevelopment Project #2,-1250000,09/27/2007,12/31/2031
T-156,Austin Commercial,2023,Current Obligations,SBIF,-500000,09/27/2007,12/31/2031
T-156,Austin Commercial,2024,Current Obligations,Program Administration,-21700,09/27/2007,12/31/2031
T-156,Austin Commercial,2024,Revenue,Property tax,1721700,09/27/2007,12/31/2031
T-156,Austin Commercial,2025,Current Obligations,Program Administration,-22400,09/27/2007,12/31/2031
T-156,Austin Commercial,2025,Revenue,Property tax,1915800,09/27/2007,12/31/2031
T-156,Austin Commercial,2026,Current Obligations,Program Administration,-23000,09/27/2007,12/31/2031
T-156,Austin Commercial,2026,Revenue,Property tax,1915800,09/27/2007,12/31/2031
T-156,Austin Commercial,2027,Current Obligations,Program Administration,-23700,09/27/2007,12/31/2031
T-156,Austin Commercial,2027,Revenue,Property tax,1915800,09/27/2007,12/31/2031
T-156,Austin Commercial,2028,Current Obligations,Program Administration,-24400,09/27/2007,12/31/2031
T-156,Austin Commercial,2028,Revenue,Property tax,2115800,09/27/2007,12/31/2031
T-156,Austin Commercial,2029,Current Obligations,Program Administration,-25200,09/27/2007,12/31/2031
T-156,Austin Commercial,2029,Revenue,Property tax,2115800,09/27/2007,12/31/2031
T-156,Austin Commercial,2030,Current Obligations,Program Administration,-25900,09/27/2007,12/31/2031
T-156,Austin Commercial,2030,Revenue,Property tax,2115800,09/27/2007,12/31/2031
T-156,Austin Commercial,2031,Current Obligations,Program Administration,-26700,09/27/2007,12/31/2031
T-156,Austin Commercial,2031,Revenue,Property tax,2321800,09/27/2007,12/31/2031
T-156,Austin Commercial,Fund / Project Balances,Current Obligations,AIS - Fire Station - Engine Co. 117 - Equal Access rehab - 4900 W Chicago Ave,-48100,09/27/2007,12/31/2031
T-156,Austin Commercial,Fund / Project Balances,Current Obligations,AIS - Fire Station - Engine Co. 117 - Repairs - HVAC/roof/lighting/windows,-600000,09/27/2007,12/31/2031
T-156,Austin Commercial,Fund / Project Balances,Current Obligations,CDOT - Sidewalk/curb/gutter repairs - ISW - Corridor 03,-396500,09/27/2007,12/31/2031
T-156,Austin Commercial,Fund / Project Balances,Current Obligations,CDOT - Vision Zero,-140200,09/27/2007,12/31/2031
T-156,Austin Commercial,Fund / Project Balances,Current Obligations,CPL - Library - West Chicago - HVAC,-48400,09/27/2007,12/31/2031
T-156,Austin Commercial,Fund / Project Balances,Fund Balance,FY 2020 Year End Available Fund Balance,6117300,09/27/2007,12/31/2031
T-156,Austin Commercial,Fund / Project Balances,Current Obligations,ISW - Admin,-329700,09/27/2007,12/31/2031
T-156,Austin Commercial,Fund / Project Balances,Current Obligations,Lighting - Neighborhood Lighting Improvements,-353800,09/27/2007,12/31/2031
T-156,Austin Commercial,Fund / Project Balances,Current Obligations,Pedestrian refuge islands - 6150 W North Ave,-34100,09/27/2007,12/31/2031
T-156,Austin Commercial,Fund / Project Balances,Current Obligations,Retail Thrive Zone,-123200,09/27/2007,12/31/2031
T-156,Austin Commercial,Fund / Project Balances,Current Obligations,SBIF,-2102100,09/27/2007,12/31/2031
T-156,Austin Commercial,Fund / Project Balances,Current Obligations,TIF Works,-102800,09/27/2007,12/31/2031
T-123,Avalon Park/South Shore,2021,Current Obligations,CDOT - Chicago Dept on Aging - ADA Polling Place,-69000,07/31/2002,12/31/2026
T-123,Avalon Park/South Shore,2021,Current Obligations,Program Administration,-10300,07/31/2002,12/31/2026
T-123,Avalon Park/South Shore,2021,Revenue,Property tax,893100,07/31/2002,12/31/2026
T-123,Avalon Park/South Shore,2021,Revenue,Property Tax - 2021 - 7.5% Reserve For COVID-19 Tax Revenue Uncertainty - Tax Amounts/Collection Loss/Appeals/Refunds,-67000,07/31/2002,12/31/2026
T-123,Avalon Park/South Shore,2021,Current Obligations,Retail Thrive Zone,30000,07/31/2002,12/31/2026
T-123,Avalon Park/South Shore,2022,Current Obligations,AIS - Chicago Dept on Aging - ADA Polling Place,-150000,07/31/2002,12/31/2026
T-123,Avalon Park/South Shore,2022,Current Obligations,CDOT - Sidewalk/curb/gutter repairs - ISW - Corridor 08,-875800,07/31/2002,12/31/2026
T-123,Avalon Park/South Shore,2022,Current Obligations,DOH - Purchase Rehab Program - ISW - Corridor 08,-1500000,07/31/2002,12/31/2026
T-123,Avalon Park/South Shore,2022,Transfers Between TIF Districts,From 71st/Stony Island (Invest South West Program),5196400,07/31/2002,12/31/2026
T-123,Avalon Park/South Shore,2022,Current Obligations,ISW - Admin,-472400,07/31/2002,12/31/2026
T-167,Avondale,2031,Revenue,Property tax,503900,07/29/2009,12/31/2033
T-123,Avalon Park/South Shore,2022,Current Obligations,Program Administration,-10600,07/31/2002,12/31/2026
T-123,Avalon Park/South Shore,2022,Revenue,Property tax,960900,07/31/2002,12/31/2026
T-123,Avalon Park/South Shore,2022,Revenue,Property Tax - 2022 - 5.0% Reserve For COVID-19 Tax Revenue Uncertainty - Tax Amounts/Collection Loss/Appeals/Refunds,-48000,07/31/2002,12/31/2026
T-123,Avalon Park/South Shore,2022,Proposed Projects,Proposed ISW Project(s),-2501800,07/31/2002,12/31/2026
T-123,Avalon Park/South Shore,2022,Current Obligations,"Senior Center - Atlas - 1767 E 79th - Phase I - new mechanicals, roof (future: lighting, flooring, restrooms)",-500000,07/31/2002,12/31/2026
T-123,Avalon Park/South Shore,2022,Transfers Between TIF Districts,To 71st/Stony Island (Invest South West Program),-5000,07/31/2002,12/31/2026
T-123,Avalon Park/South Shore,2022,Current Obligations,Traffic signal - 79th / Colfax,-177100,07/31/2002,12/31/2026
T-123,Avalon Park/South Shore,2023,Proposed Projects,CDOT - Lighting - Neighborhood Lighting Improvements,-838000,07/31/2002,12/31/2026
T-123,Avalon Park/South Shore,2023,Transfers Between TIF Districts,From 71st/Stony Island (Invest South West Program),5003600,07/31/2002,12/31/2026
T-123,Avalon Park/South Shore,2023,Current Obligations,Program Administration,-11000,07/31/2002,12/31/2026
T-123,Avalon Park/South Shore,2023,Revenue,Property tax,960900,07/31/2002,12/31/2026
T-123,Avalon Park/South Shore,2023,Proposed Projects,Proposed ISW Project(s),-5003600,07/31/2002,12/31/2026
T-123,Avalon Park/South Shore,2024,Current Obligations,Program Administration,-11300,07/31/2002,12/31/2026
T-123,Avalon Park/South Shore,2024,Revenue,Property tax,960900,07/31/2002,12/31/2026
T-123,Avalon Park/South Shore,2025,Current Obligations,Program Administration,-11600,07/31/2002,12/31/2026
T-123,Avalon Park/South Shore,2025,Revenue,Property tax,1030700,07/31/2002,12/31/2026
T-123,Avalon Park/South Shore,2026,Current Obligations,Program Administration,-12000,07/31/2002,12/31/2026
T-123,Avalon Park/South Shore,2026,Revenue,Property tax,1030700,07/31/2002,12/31/2026
T-123,Avalon Park/South Shore,Fund / Project Balances,Current Obligations,CDOT - Sidewalk/curb/gutter repairs - ISW - Corridor 08,-40100,07/31/2002,12/31/2026
T-123,Avalon Park/South Shore,Fund / Project Balances,Fund Balance,FY 2020 Year End Available Fund Balance,2564600,07/31/2002,12/31/2026
T-123,Avalon Park/South Shore,Fund / Project Balances,Current Obligations,Lighting - Neighborhood Lighting Improvements,-420700,07/31/2002,12/31/2026
T-123,Avalon Park/South Shore,Fund / Project Balances,Current Obligations,Retail Thrive Zone,-30000,07/31/2002,12/31/2026
T-123,Avalon Park/South Shore,Fund / Project Balances,Current Obligations,SBIF,-1262100,07/31/2002,12/31/2026
T-123,Avalon Park/South Shore,Fund / Project Balances,Current Obligations,"Senior Center - Atlas - 1767 E 79th - Phase I - new mechanicals, roof (future: lighting, flooring, restrooms)",-44700,07/31/2002,12/31/2026
T-167,Avondale,2021,Current Obligations,Program Administration,-5500,07/29/2009,12/31/2033
T-167,Avondale,2021,Revenue,Property tax,192600,07/29/2009,12/31/2033
T-167,Avondale,2021,Revenue,Property Tax - 2021 - 7.5% Reserve For COVID-19 Tax Revenue Uncertainty - Tax Amounts/Collection Loss/Appeals/Refunds,-14400,07/29/2009,12/31/2033
T-167,Avondale,2021,Current Obligations,"Street improvements - Milwaukee, Addison to Belmont",550100,07/29/2009,12/31/2033
T-167,Avondale,2022,Current Obligations,DPD - Study - Milwaukee Ave Equitable Growth Plan,-63000,07/29/2009,12/31/2033
