TIF Number,TIF Name,Tme Period,Type,Description,Amount,Designation Date,Expiration Date
T-054,Stony Island Avenue Commercial and Burnside Industrial Corridors,2023,Proposed Transfers,To Lake Calumet (Invest South West Program),-1333400,06/10/1998,12/31/2034
T-054,Stony Island Avenue Commercial and Burnside Industrial Corridors,2023,Revenue,Property tax,4444700,06/10/1998,12/31/2034
T-054,Stony Island Avenue Commercial and Burnside Industrial Corridors,2023,Transfers Between TIF Districts,To North Pullman (Gately Park),-3000000,06/10/1998,12/31/2034
T-054,Stony Island Avenue Commercial and Burnside Industrial Corridors,2024,Current Obligations,Program administration,-112800,06/10/1998,12/31/2034
T-054,Stony Island Avenue Commercial and Burnside Industrial Corridors,2024,Current Obligations,RDA - A Finkl & Sons Co,-420000,06/10/1998,12/31/2034
T-054,Stony Island Avenue Commercial and Burnside Industrial Corridors,2024,Current Obligations,RDA - Montclare Sr - Calumet Heights,-600000,06/10/1998,12/31/2034
T-054,Stony Island Avenue Commercial and Burnside Industrial Corridors,2024,Revenue,Property tax,4444700,06/10/1998,12/31/2034
T-054,Stony Island Avenue Commercial and Burnside Industrial Corridors,2024,Transfers Between TIF Districts,To North Pullman (Gately Park),-1500000,06/10/1998,12/31/2034
T-054,Stony Island Avenue Commercial and Burnside Industrial Corridors,2025,Current Obligations,Program administration,-119300,06/10/1998,12/31/2034
T-054,Stony Island Avenue Commercial and Burnside Industrial Corridors,2025,Current Obligations,RDA - A Finkl & Sons Co,-420000,06/10/1998,12/31/2034
T-054,Stony Island Avenue Commercial and Burnside Industrial Corridors,2025,Revenue,Property tax,4659700,06/10/1998,12/31/2034
T-054,Stony Island Avenue Commercial and Burnside Industrial Corridors,2026,Current Obligations,Program administration,-178600,06/10/1998,12/31/2034
T-054,Stony Island Avenue Commercial and Burnside Industrial Corridors,2026,Current Obligations,RDA - A Finkl & Sons Co,-430000,06/10/1998,12/31/2034
T-054,Stony Island Avenue Commercial and Burnside Industrial Corridors,2026,Revenue,Property tax,4659700,06/10/1998,12/31/2034
T-054,Stony Island Avenue Commercial and Burnside Industrial Corridors,2027,Current Obligations,Program administration,-223600,06/10/1998,12/31/2034
T-054,Stony Island Avenue Commercial and Burnside Industrial Corridors,2027,Current Obligations,RDA - A Finkl & Sons Co,-430000,06/10/1998,12/31/2034
T-054,Stony Island Avenue Commercial and Burnside Industrial Corridors,2027,Revenue,Property tax,4659700,06/10/1998,12/31/2034
T-054,Stony Island Avenue Commercial and Burnside Industrial Corridors,2028,Current Obligations,Program administration,-234500,06/10/1998,12/31/2034
T-054,Stony Island Avenue Commercial and Burnside Industrial Corridors,2028,Current Obligations,RDA - A Finkl & Sons Co,-430000,06/10/1998,12/31/2034
T-054,Stony Island Avenue Commercial and Burnside Industrial Corridors,2028,Revenue,Property tax,4881100,06/10/1998,12/31/2034
T-054,Stony Island Avenue Commercial and Burnside Industrial Corridors,2029,Current Obligations,Program administration,-234700,06/10/1998,12/31/2034
T-054,Stony Island Avenue Commercial and Burnside Industrial Corridors,2029,Current Obligations,RDA - A Finkl & Sons Co,-440000,06/10/1998,12/31/2034
T-054,Stony Island Avenue Commercial and Burnside Industrial Corridors,2029,Revenue,Property tax,4881100,06/10/1998,12/31/2034
T-054,Stony Island Avenue Commercial and Burnside Industrial Corridors,2030,Current Obligations,Program administration,-234900,06/10/1998,12/31/2034
T-054,Stony Island Avenue Commercial and Burnside Industrial Corridors,2030,Current Obligations,RDA - A Finkl & Sons Co,-440000,06/10/1998,12/31/2034
T-054,Stony Island Avenue Commercial and Burnside Industrial Corridors,2030,Revenue,Property tax,4881100,06/10/1998,12/31/2034
T-054,Stony Island Avenue Commercial and Burnside Industrial Corridors,2031,Current Obligations,Program administration,-246100,06/10/1998,12/31/2034
T-054,Stony Island Avenue Commercial and Burnside Industrial Corridors,2031,Current Obligations,RDA - A Finkl & Sons Co,-440000,06/10/1998,12/31/2034
T-054,Stony Island Avenue Commercial and Burnside Industrial Corridors,2031,Revenue,Property tax,5109100,06/10/1998,12/31/2034
T-054,Stony Island Avenue Commercial and Burnside Industrial Corridors,2032,Current Obligations,Program administration,-246300,06/10/1998,12/31/2034
T-054,Stony Island Avenue Commercial and Burnside Industrial Corridors,2032,Current Obligations,RDA - A Finkl & Sons Co,-450000,06/10/1998,12/31/2034
T-054,Stony Island Avenue Commercial and Burnside Industrial Corridors,2032,Revenue,Property tax,5109100,06/10/1998,12/31/2034
T-054,Stony Island Avenue Commercial and Burnside Industrial Corridors,2033,Current Obligations,Program administration,-246500,06/10/1998,12/31/2034
T-054,Stony Island Avenue Commercial and Burnside Industrial Corridors,2033,Current Obligations,RDA - A Finkl & Sons Co,-13450000,06/10/1998,12/31/2034
T-054,Stony Island Avenue Commercial and Burnside Industrial Corridors,2033,Revenue,Property tax,5109100,06/10/1998,12/31/2034
T-054,Stony Island Avenue Commercial and Burnside Industrial Corridors,2034,Current Obligations,Program administration,-258100,06/10/1998,12/31/2034
T-054,Stony Island Avenue Commercial and Burnside Industrial Corridors,2034,Revenue,Property tax,5344100,06/10/1998,12/31/2034
T-054,Stony Island Avenue Commercial and Burnside Industrial Corridors,Fund / Project Balances,Current Obligations,Industrial Corridor / PMD study,-5100,06/10/1998,12/31/2034
T-054,Stony Island Avenue Commercial and Burnside Industrial Corridors,Fund / Project Balances,Current Obligations,Industrial Growth Zone,-457800,06/10/1998,12/31/2034
T-054,Stony Island Avenue Commercial and Burnside Industrial Corridors,Fund / Project Balances,Current Obligations,Lighting - 8900 to 9100 S Woodlawn Ave,-51300,06/10/1998,12/31/2034
T-054,Stony Island Avenue Commercial and Burnside Industrial Corridors,Fund / Project Balances,Current Obligations,Lighting - Neighborhood Lighting Improvements,-1900000,06/10/1998,12/31/2034
T-054,Stony Island Avenue Commercial and Burnside Industrial Corridors,Fund / Project Balances,Current Obligations,RDA - A Finkl & Sons Co,-395900,06/10/1998,12/31/2034
T-054,Stony Island Avenue Commercial and Burnside Industrial Corridors,Fund / Project Balances,Current Obligations,RDA - Imani Village - Advocate Medical Center,-981000,06/10/1998,12/31/2034
T-054,Stony Island Avenue Commercial and Burnside Industrial Corridors,Fund / Project Balances,Current Obligations,Resurface/sidewalk - CVCA - 8500-8700 S Chappel Ave,-178900,06/10/1998,12/31/2034
T-054,Stony Island Avenue Commercial and Burnside Industrial Corridors,Fund / Project Balances,Current Obligations,"Resurfacing - Clyde, 87th to 89th St",-52400,06/10/1998,12/31/2034
T-054,Stony Island Avenue Commercial and Burnside Industrial Corridors,Fund / Project Balances,Current Obligations,"Resurfacing/sidewalks - 99th, Cottage Grove to Dobson (My BAPS bankruptcy)",-41200,06/10/1998,12/31/2034
T-054,Stony Island Avenue Commercial and Burnside Industrial Corridors,Fund / Project Balances,Current Obligations,SBIF,-353800,06/10/1998,12/31/2034
T-054,Stony Island Avenue Commercial and Burnside Industrial Corridors,Fund / Project Balances,Current Obligations,Sidewalk installation / repair - 8220 S Stony Island perimeter,-170000,06/10/1998,12/31/2034
T-054,Stony Island Avenue Commercial and Burnside Industrial Corridors,Fund / Project Balances,Current Obligations,Sidewalk repair - 9101-9131 S Stony Island,-50000,06/10/1998,12/31/2034
T-054,Stony Island Avenue Commercial and Burnside Industrial Corridors,Fund / Project Balances,Current Obligations,Sidewalks - 8000-8200 S Stony Island,-173000,06/10/1998,12/31/2034
T-054,Stony Island Avenue Commercial and Burnside Industrial Corridors,Fund / Project Balances,Current Obligations,Street resurfacing - 9700-9800 University Ave; sidewalks - 8400-8500 Stony Island,-57200,06/10/1998,12/31/2034
T-054,Stony Island Avenue Commercial and Burnside Industrial Corridors,Fund / Project Balances,Current Obligations,TIF Works,-142000,06/10/1998,12/31/2034
T-054,Stony Island Avenue Commercial and Burnside Industrial Corridors,Fund / Project Balances,Current Obligations,Traffic signal,-72700,06/10/1998,12/31/2034
T-054,Stony Island Avenue Commercial and Burnside Industrial Corridors,Fund / Project Balances,Fund Balance,FY 2019 Year End Available Fund Balance,7034800,06/10/1998,12/31/2034
T-055,43rd/Cottage Grove,2020,Current Obligations,CDOT - Sidewalk/curb/gutter repairs - ISW - Corridor 05,-50000,07/08/1998,12/31/2022
T-055,43rd/Cottage Grove,2020,Current Obligations,Program administration,-57000,07/08/1998,12/31/2022
T-055,43rd/Cottage Grove,2020,Current Obligations,RDA - 45th & Cottage Grove Apts - Phase I (aka CHA Washington Courts),-2400000,07/08/1998,12/31/2022
T-055,43rd/Cottage Grove,2020,Revenue,Property tax,4021300,07/08/1998,12/31/2022
T-055,43rd/Cottage Grove,2020,Revenue,Property Tax - Potential Covid-19 Impact - Collection/Assessment/Appeal Adjustments - 2020/2021,-241300,07/08/1998,12/31/2022
T-055,43rd/Cottage Grove,2021,Current Obligations,AIS - DFSS - Commuity Service Center - M.L. King - 4314 S Cottage Grove - mechanical/cooling/life safety/interior,-300000,07/08/1998,12/31/2022
T-055,43rd/Cottage Grove,2021,Current Obligations,AIS - DSS - Ward Yard - Ward 4 - 4352 S Cottage Grove Ave - HVAC/Interior/Life Safety,-200000,07/08/1998,12/31/2022
T-055,43rd/Cottage Grove,2021,Current Obligations,AIS - Fire Station - Engine Co. 045 - 4600 S Cottage Grove Ave - MEP,-200000,07/08/1998,12/31/2022
T-055,43rd/Cottage Grove,2021,Current Obligations,Fire Station - Engine Co. 045 - repairs,35700,07/08/1998,12/31/2022
T-055,43rd/Cottage Grove,2021,Current Obligations,Program administration,-59500,07/08/1998,12/31/2022
T-055,43rd/Cottage Grove,2021,Current Obligations,RDA - Hearts United I LP,-67900,07/08/1998,12/31/2022
T-055,43rd/Cottage Grove,2021,Current Obligations,RDA - Hearts United II LP,-285300,07/08/1998,12/31/2022
T-055,43rd/Cottage Grove,2021,Current Obligations,RDA - Hearts United III LP,-116200,07/08/1998,12/31/2022
T-055,43rd/Cottage Grove,2021,Current Obligations,RDA - Shops & Lofts at 47th (commercial),-39200,07/08/1998,12/31/2022
T-055,43rd/Cottage Grove,2021,Current Obligations,RDA - Shops & Lofts at 47th (residential),-1263300,07/08/1998,12/31/2022
T-055,43rd/Cottage Grove,2021,Current Obligations,Retail Thrive Zone,20000,07/08/1998,12/31/2022
T-055,43rd/Cottage Grove,2021,Current Obligations,SBIF,-1000000,07/08/1998,12/31/2022
T-055,43rd/Cottage Grove,2021,Current Obligations,Street improvements - Drexel Blvd,89900,07/08/1998,12/31/2022
T-055,43rd/Cottage Grove,2021,Proposed Projects,AIS - CDPH - King Center - 4314 S Cottage Grove - Interior/MEP/Plumbing,-750000,07/08/1998,12/31/2022
T-055,43rd/Cottage Grove,2021,Proposed Projects,AIS - CDPH - Mental Health Facility - 4314 S Cottage Grove - upgrades,-750000,07/08/1998,12/31/2022
T-055,43rd/Cottage Grove,2021,Proposed Projects,AIS - DSS - Ward Yard - 04th Ward - 4352 S Cottage Grove Ave - MEP/Life-Safety/Exterior/Interior Repairs,-525000,07/08/1998,12/31/2022
T-055,43rd/Cottage Grove,2021,Proposed Projects,CDOT - Lighting - Neighborhood Lighting Improvements ($1.8mm - incl in ISW hold) - ISW - Corridor 05,-1800000,07/08/1998,12/31/2022
T-055,43rd/Cottage Grove,2021,Proposed Projects,Proposed ISW Project(s),-5183400,07/08/1998,12/31/2022
T-055,43rd/Cottage Grove,2021,Proposed Transfers,From 47th/King (Invest South West Program),3500000,07/08/1998,12/31/2022
T-055,43rd/Cottage Grove,2021,Revenue,Property tax,4021300,07/08/1998,12/31/2022
T-055,43rd/Cottage Grove,2021,Revenue,Property Tax - Potential Covid-19 Impact - Collection/Assessment/Appeal Adjustments - 2020/2021,-512500,07/08/1998,12/31/2022
T-055,43rd/Cottage Grove,2022,Current Obligations,Program administration,-63600,07/08/1998,12/31/2022
T-055,43rd/Cottage Grove,2022,Current Obligations,RDA - Hearts United III LP,-120800,07/08/1998,12/31/2022
T-055,43rd/Cottage Grove,2022,Current Obligations,RDA - Shops & Lofts at 47th (commercial),-60600,07/08/1998,12/31/2022
T-055,43rd/Cottage Grove,2022,Current Obligations,RDA - Shops & Lofts at 47th (residential),-1951200,07/08/1998,12/31/2022
T-055,43rd/Cottage Grove,2022,Proposed Projects,Proposed ISW Project(s),-6983400,07/08/1998,12/31/2022
T-055,43rd/Cottage Grove,2022,Proposed Transfers,From 47th/King (Invest South West Program),3500000,07/08/1998,12/31/2022
T-055,43rd/Cottage Grove,2022,Revenue,Property tax,4172300,07/08/1998,12/31/2022
T-055,43rd/Cottage Grove,Fund / Project Balances,Current Obligations,Fire Station - Engine Co. 045 - repairs,-35700,07/08/1998,12/31/2022
T-055,43rd/Cottage Grove,Fund / Project Balances,Current Obligations,IGA - CPD - Park - 4153 S Vincennes - dog park,-600000,07/08/1998,12/31/2022
T-055,43rd/Cottage Grove,Fund / Project Balances,Current Obligations,IGA - CPD - Sumac Park,-350000,07/08/1998,12/31/2022
T-055,43rd/Cottage Grove,Fund / Project Balances,Current Obligations,Invest South West Program (ISW) - Phase I - Corridor 05,-376200,07/08/1998,12/31/2022
T-055,43rd/Cottage Grove,Fund / Project Balances,Current Obligations,RDA - 45th & Cottage Grove Apts - Phase I (aka CHA Washington Courts),-2400000,07/08/1998,12/31/2022
T-055,43rd/Cottage Grove,Fund / Project Balances,Current Obligations,RDA - Hearts United II LP,-176300,07/08/1998,12/31/2022
T-055,43rd/Cottage Grove,Fund / Project Balances,Current Obligations,RDA - Hearts United III LP,-56400,07/08/1998,12/31/2022
T-055,43rd/Cottage Grove,Fund / Project Balances,Current Obligations,RDA - Shops & Lofts at 47th (commercial),-39400,07/08/1998,12/31/2022
T-055,43rd/Cottage Grove,Fund / Project Balances,Current Obligations,RDA - Shops & Lofts at 47th (residential),-1263300,07/08/1998,12/31/2022
T-055,43rd/Cottage Grove,Fund / Project Balances,Current Obligations,Retail Thrive Zone,-20000,07/08/1998,12/31/2022
T-055,43rd/Cottage Grove,Fund / Project Balances,Current Obligations,SBIF,-401500,07/08/1998,12/31/2022
T-055,43rd/Cottage Grove,Fund / Project Balances,Current Obligations,SBIF - Retail Thrive Zone,-988000,07/08/1998,12/31/2022
T-055,43rd/Cottage Grove,Fund / Project Balances,Current Obligations,Street improvements - Drexel Blvd,-89900,07/08/1998,12/31/2022
T-055,43rd/Cottage Grove,Fund / Project Balances,Current Obligations,TIF Works,-171500,07/08/1998,12/31/2022
T-055,43rd/Cottage Grove,Fund / Project Balances,Fund Balance,FY 2019 Year End Available Fund Balance,13753600,07/08/1998,12/31/2022
T-056,79th Street Corridor,2020,Current Obligations,CDOT - Sidewalk/curb/gutter repairs - ISW - Corridor 09,-400000,07/08/1998,12/31/2022
T-056,79th Street Corridor,2020,Current Obligations,Professional Services - 24th Year Extension,-2000,07/08/1998,12/31/2022
T-056,79th Street Corridor,2020,Current Obligations,Program administration,-18000,07/08/1998,12/31/2022
T-056,79th Street Corridor,2020,Revenue,Property tax,1173200,07/08/1998,12/31/2022
T-056,79th Street Corridor,2020,Revenue,Property Tax - Potential Covid-19 Impact - Collection/Assessment/Appeal Adjustments - 2020/2021,-70400,07/08/1998,12/31/2022
T-056,79th Street Corridor,2021,Current Obligations,Auburn Park Metra Station - Acquisition,198300,07/08/1998,12/31/2022
T-056,79th Street Corridor,2021,Current Obligations,Pre-acquisition costs,19900,07/08/1998,12/31/2022
T-056,79th Street Corridor,2021,Current Obligations,Program administration,-18700,07/08/1998,12/31/2022
T-056,79th Street Corridor,2021,Current Obligations,Property mgmt costs,34600,07/08/1998,12/31/2022
T-056,79th Street Corridor,2021,Current Obligations,Public plaza - 79th/Halsted,6600,07/08/1998,12/31/2022
T-056,79th Street Corridor,2021,Current Obligations,RDA - GAGDC Building Rehab - ISW - Corridor 09 - Healthy Hub,-700000,07/08/1998,12/31/2022
T-056,79th Street Corridor,2021,Current Obligations,SBIF,-1000000,07/08/1998,12/31/2022
T-056,79th Street Corridor,2021,Proposed Projects,AIS - DFSS - Auburn Gresham Community Center - 1140 W 79th - Fire Alarm/Tuckpointing/Windows/Lighting,-500000,07/08/1998,12/31/2022
T-056,79th Street Corridor,2021,Proposed Projects,AIS - Polling Place ADA Upgrade - Police Station - 7808 S Halsted St,-75000,07/08/1998,12/31/2022
T-056,79th Street Corridor,2021,Proposed Projects,CDOT - CTA - Bus Priority Zone - 79th/Ashland - Route 79,-340500,07/08/1998,12/31/2022
T-056,79th Street Corridor,2021,Proposed Projects,CDOT - Polling Place - ADA improvements - CDOT - 1 school(s),-125000,07/08/1998,12/31/2022
T-056,79th Street Corridor,2021,Proposed Projects,DPD - RFP - Auburn Gresham Project - ISW - Corridor 09 - Mixed Use - 838-858 W 79th St,-3333300,07/08/1998,12/31/2022
T-056,79th Street Corridor,2021,Proposed Projects,Proposed ADA Polling Place Project(s),-30000,07/08/1998,12/31/2022
T-056,79th Street Corridor,2021,Proposed Projects,Proposed ISW Project(s),-3091700,07/08/1998,12/31/2022
T-056,79th Street Corridor,2021,Proposed Projects,Proposed Park Project #1,-125000,07/08/1998,12/31/2022
T-056,79th Street Corridor,2021,Proposed Projects,TIF Works,-25000,07/08/1998,12/31/2022
T-056,79th Street Corridor,2021,Proposed Transfers,From 79th/Southwest Hwy (Invest South West Program),4000000,07/08/1998,12/31/2022
T-056,79th Street Corridor,2021,Proposed Transfers,From Greater SW Ind. Corr. East (Invest South West Program),1350000,07/08/1998,12/31/2022
T-056,79th Street Corridor,2021,Revenue,Property tax,1173200,07/08/1998,12/31/2022
T-056,79th Street Corridor,2021,Revenue,Property Tax - Potential Covid-19 Impact - Collection/Assessment/Appeal Adjustments - 2020/2021,-303200,07/08/1998,12/31/2022
T-056,79th Street Corridor,2022,Current Obligations,Program administration,-19100,07/08/1998,12/31/2022
T-056,79th Street Corridor,2022,Current Obligations,RDA - GAGDC Building Rehab - ISW - Corridor 09 - Healthy Hub,-1400000,07/08/1998,12/31/2022
T-056,79th Street Corridor,2022,Proposed Projects,DPD - RFP - Auburn Gresham Project - ISW - Corridor 09 - Mixed Use - 838-858 W 79th St,-6666600,07/08/1998,12/31/2022
T-056,79th Street Corridor,2022,Proposed Projects,Proposed ISW Project(s),941600,07/08/1998,12/31/2022
T-056,79th Street Corridor,2022,Proposed Transfers,From 79th/Southwest Hwy (Invest South West Program),4000000,07/08/1998,12/31/2022
T-056,79th Street Corridor,2022,Proposed Transfers,From Greater SW Ind. Corr. East (Invest South West Program),1350000,07/08/1998,12/31/2022
T-056,79th Street Corridor,2022,Revenue,Property tax,1251400,07/08/1998,12/31/2022
T-056,79th Street Corridor,Fund / Project Balances,Current Obligations,Auburn Park Metra Station - Acquisition,-250000,07/08/1998,12/31/2022
T-056,79th Street Corridor,Fund / Project Balances,Current Obligations,Invest South West Program (ISW) - Phase I - Corridor 09,-367200,07/08/1998,12/31/2022
T-056,79th Street Corridor,Fund / Project Balances,Current Obligations,Lighting - Neighborhood Lighting Improvements,-755100,07/08/1998,12/31/2022
T-056,79th Street Corridor,Fund / Project Balances,Current Obligations,Pre-acquisition costs,-19900,07/08/1998,12/31/2022
T-056,79th Street Corridor,Fund / Project Balances,Current Obligations,Property mgmt costs,-34700,07/08/1998,12/31/2022
T-056,79th Street Corridor,Fund / Project Balances,Current Obligations,Public plaza - 79th/Halsted,-6600,07/08/1998,12/31/2022
T-056,79th Street Corridor,Fund / Project Balances,Current Obligations,Purchase Rehab Program - MF,-500000,07/08/1998,12/31/2022
T-056,79th Street Corridor,Fund / Project Balances,Current Obligations,SBIF,-468800,07/08/1998,12/31/2022
T-056,79th Street Corridor,Fund / Project Balances,Current Obligations,TIF Works,-164900,07/08/1998,12/31/2022
T-056,79th Street Corridor,Fund / Project Balances,Fund Balance,FY 2019 Year End Available Fund Balance,6486900,07/08/1998,12/31/2022
T-057,Jefferson Park Business District,2020,Current Obligations,IGA - CTA - Blue Line - Jefferson Park Station - station improvements,-4110200,09/09/1998,12/31/2022
T-057,Jefferson Park Business District,2020,Current Obligations,Professional Services - 24th Year Extension,-2000,09/09/1998,12/31/2022
T-057,Jefferson Park Business District,2020,Current Obligations,Program administration,-22800,09/09/1998,12/31/2022
T-057,Jefferson Park Business District,2020,Revenue,Property tax,1566800,09/09/1998,12/31/2022
T-057,Jefferson Park Business District,2020,Revenue,Property Tax - Potential Covid-19 Impact - Collection/Assessment/Appeal Adjustments - 2020/2021,-94000,09/09/1998,12/31/2022
T-057,Jefferson Park Business District,2020,Transfers Between TIF Districts,From Portage Park (CTA Blue Line Modernization),2500000,09/09/1998,12/31/2022
T-057,Jefferson Park Business District,2021,Current Obligations,Fire Station - Engine Co. 108 - repairs,38900,09/09/1998,12/31/2022
T-057,Jefferson Park Business District,2021,Current Obligations,IGA - CPD - Park 0145 - Wilson (Frank) - remove tiles / retop PIP / play equipment repairs and new spray feature,-345000,09/09/1998,12/31/2022
T-057,Jefferson Park Business District,2021,Current Obligations,Jefferson Park Transit Orientated Development Study,-25000,09/09/1998,12/31/2022
T-057,Jefferson Park Business District,2021,Current Obligations,North Side Satellite Center - City Clerk's Office - rehab - 5430 W Gale,-49700,09/09/1998,12/31/2022
T-057,Jefferson Park Business District,2021,Current Obligations,Professional services,46700,09/09/1998,12/31/2022
T-057,Jefferson Park Business District,2021,Current Obligations,Program administration,-23700,09/09/1998,12/31/2022
T-057,Jefferson Park Business District,2021,Current Obligations,SBIF,-1000000,09/09/1998,12/31/2022
T-057,Jefferson Park Business District,2021,Current Obligations,Traffic signal - Long/Lawrence,18600,09/09/1998,12/31/2022
T-057,Jefferson Park Business District,2021,Proposed Projects,AIS - CPL - Library - Jefferson Park Library - 5363 W Lawrence Ave - MEP,-200000,09/09/1998,12/31/2022
T-057,Jefferson Park Business District,2021,Proposed Projects,AIS - Fire Station - Engine Co. 108 - 4625 N Milwaukee Ave - MEP/Tuckpointing/Interior/Exterior Repairs,-577500,09/09/1998,12/31/2022
T-057,Jefferson Park Business District,2021,Proposed Projects,CDOT - Alley conversion to public plaza - 4866 N Milwaukee - Additional Funding,-52000,09/09/1998,12/31/2022
T-057,Jefferson Park Business District,2021,Revenue,Property tax,1566800,09/09/1998,12/31/2022
T-057,Jefferson Park Business District,2021,Revenue,Property Tax - Potential Covid-19 Impact - Collection/Assessment/Appeal Adjustments - 2020/2021,-320700,09/09/1998,12/31/2022
T-057,Jefferson Park Business District,2022,Proposed Projects,AIS - Fire Station - Engine Co. 108 - 4625 N Milwaukee Ave - MEP/Tuckpointing/Interior/Exterior Repairs,-577500,09/09/1998,12/31/2022
T-057,Jefferson Park Business District,2022,Revenue,Property tax,1662400,09/09/1998,12/31/2022
T-057,Jefferson Park Business District,Fund / Project Balances,Current Obligations,Alley conversion to public plaza - 4866 N Milwaukee - construction,-410000,09/09/1998,12/31/2022
T-057,Jefferson Park Business District,Fund / Project Balances,Current Obligations,Alley conversion to public plaza - 4866 N Milwaukee - design,-67200,09/09/1998,12/31/2022
T-057,Jefferson Park Business District,Fund / Project Balances,Current Obligations,"Alley reconstruction - Milwaukee, Giddings, Lawrence, and Laramie",-300100,09/09/1998,12/31/2022
T-057,Jefferson Park Business District,Fund / Project Balances,Current Obligations,Bike lanes - protected,-68500,09/09/1998,12/31/2022
T-057,Jefferson Park Business District,Fund / Project Balances,Current Obligations,CPL - Library - Jefferson Park,-277100,09/09/1998,12/31/2022
T-057,Jefferson Park Business District,Fund / Project Balances,Current Obligations,Fire Station - Engine Co. 108 - repairs,-38900,09/09/1998,12/31/2022
T-060,71st/Stony Island,Fund / Project Balances,Current Obligations,RDA - Montclare Sr - Avalon Park,-72400,10/07/1998,12/31/2034
T-057,Jefferson Park Business District,Fund / Project Balances,Current Obligations,Lighting - Neighborhood Lighting Improvements,-300700,09/09/1998,12/31/2022
T-057,Jefferson Park Business District,Fund / Project Balances,Current Obligations,North Side Satellite Center - City Clerk's Office - rehab - 5430 W Gale,-443300,09/09/1998,12/31/2022
T-057,Jefferson Park Business District,Fund / Project Balances,Current Obligations,Professional services,-46700,09/09/1998,12/31/2022
T-057,Jefferson Park Business District,Fund / Project Balances,Current Obligations,SBIF,-291000,09/09/1998,12/31/2022
T-057,Jefferson Park Business District,Fund / Project Balances,Current Obligations,TIF Works,-175000,09/09/1998,12/31/2022
T-057,Jefferson Park Business District,Fund / Project Balances,Current Obligations,Traffic signal - Long/Lawrence,-18600,09/09/1998,12/31/2022
T-057,Jefferson Park Business District,Fund / Project Balances,Fund Balance,FY 2019 Year End Available Fund Balance,4611500,09/09/1998,12/31/2022
T-058,Portage Park,2020,Current Obligations,Infrastructure improvements - Six Corners,-2245000,09/09/1998,12/31/2022
T-058,Portage Park,2020,Current Obligations,Infrastructure improvements - Six Corners - lighting,-600000,09/09/1998,12/31/2022
T-058,Portage Park,2020,Current Obligations,Professional Services - 24th Year Extension,-2000,09/09/1998,12/31/2022
T-058,Portage Park,2020,Current Obligations,Program administration,-47900,09/09/1998,12/31/2022
T-058,Portage Park,2020,Fund Balance,Surplus TIF Funds - 2020,-2496000,09/09/1998,12/31/2022
T-058,Portage Park,2020,Proposed Transfers,From Irving/Cicero (TBD),1100000,09/09/1998,12/31/2022
T-058,Portage Park,2020,Revenue,Property tax,3677700,09/09/1998,12/31/2022
T-058,Portage Park,2020,Revenue,Property Tax - Potential Covid-19 Impact - Collection/Assessment/Appeal Adjustments - 2020/2021,-220700,09/09/1998,12/31/2022
T-058,Portage Park,2020,Transfers Between TIF Districts,To Jefferson Park (CTA Blue Line Modernization),-2500000,09/09/1998,12/31/2022
T-058,Portage Park,2021,Current Obligations,Pedestrian refuge island - 3832 N Cicero,32900,09/09/1998,12/31/2022
T-058,Portage Park,2021,Current Obligations,Program administration,-50100,09/09/1998,12/31/2022
T-058,Portage Park,2021,Current Obligations,SBIF,-2000000,09/09/1998,12/31/2022
T-058,Portage Park,2021,Current Obligations,Street improvements - Six Corners,5100,09/09/1998,12/31/2022
T-058,Portage Park,2021,Current Obligations,"Traffic signal - Addison, Kilbourn/Kilpatrick",10800,09/09/1998,12/31/2022
T-058,Portage Park,2021,Fund Balance,Surplus TIF Funds - 2021,-3758500,09/09/1998,12/31/2022
T-058,Portage Park,2021,Proposed Projects,CDOT - Street/Gutter/Sidewalk/Lighting - 4900-5099 W Hutchinson,-400000,09/09/1998,12/31/2022
T-058,Portage Park,2021,Proposed Projects,TIF Works,-50000,09/09/1998,12/31/2022
T-058,Portage Park,2021,Revenue,Property tax,3677700,09/09/1998,12/31/2022
T-058,Portage Park,2021,Revenue,Property Tax - Potential Covid-19 Impact - Collection/Assessment/Appeal Adjustments - 2020/2021,-761500,09/09/1998,12/31/2022
T-058,Portage Park,2022,Current Obligations,Program administration,-51100,09/09/1998,12/31/2022
T-058,Portage Park,2022,Revenue,Property tax,3901600,09/09/1998,12/31/2022
T-058,Portage Park,Fund / Project Balances,Current Obligations,Cuyler Milwaukee Plaza,-1050000,09/09/1998,12/31/2022
T-058,Portage Park,Fund / Project Balances,Current Obligations,IGA - CPS - Schurz HS - athletic field,-839300,09/09/1998,12/31/2022
T-058,Portage Park,Fund / Project Balances,Current Obligations,Industrial Corridor / PMD study,-2700,09/09/1998,12/31/2022
T-058,Portage Park,Fund / Project Balances,Current Obligations,Lighting - Neighborhood Lighting Improvements,-387400,09/09/1998,12/31/2022
T-058,Portage Park,Fund / Project Balances,Current Obligations,Pedestrian refuge island - 3832 N Cicero,-32900,09/09/1998,12/31/2022
T-058,Portage Park,Fund / Project Balances,Current Obligations,SBIF,-1117100,09/09/1998,12/31/2022
T-058,Portage Park,Fund / Project Balances,Current Obligations,Street improvements - Six Corners,-5100,09/09/1998,12/31/2022
T-058,Portage Park,Fund / Project Balances,Current Obligations,TIF Works,-125300,09/09/1998,12/31/2022
T-058,Portage Park,Fund / Project Balances,Current Obligations,"Traffic signal - Addison, Kilbourn/Kilpatrick",-10800,09/09/1998,12/31/2022
